class,rank,status,country,team,total_time_seconds,leg1_name,leg1_time_seconds,leg2_name,leg2_time_seconds,leg3_name,leg3_time_seconds,confidence,source_file
M16,1,OK,FRA,France,5022,Guilhem Haberkorn,1836,Pierre Erbland,1556,Guilhem Elias,1630,high,2015/results-relay.pdf
M16,2,OK,AUT,Austria,5123,Clemens Wolfram,1592,Georg Groll,1675,Jannis Bonek,1856,high,2015/results-relay.pdf
M16,3,OK,EST,Estonia,5190,Karel-Sander Kljuzin,1713,Andres Room,1691,Kaarel Vesilind,1786,high,2015/results-relay.pdf
M16,4,OK,HUN,Hungary,5291,Csongor Horvath,1930,Barnabas Kovacs,1771,Mihaly Ormay,1590,high,2015/results-relay.pdf
M16,5,OK,DEN,Denmark,5300,Rasmus Krogh Madsen,1599,Lasse Falck Weber,1958,Malte Kjær Hemmingsen,1743,high,2015/results-relay.pdf
M16,6,OK,RUS,Russia,5390,Igor Linkevich,1661,Anton Lukashevic,1859,Sergei Mizonov,1870,high,2015/results-relay.pdf
M16,7,OK,CZE,Czech Republic,5491,Jonas Fencl,1890,Ondrej Hlavac,1788,Tomas Krivda,1813,high,2015/results-relay.pdf
M16,8,OK,SUI,Switzerland,5533,Chamuel Zbinden,1722,Siro Corsi,2331,Nicola Muller,1480,high,2015/results-relay.pdf
M16,9,OK,GER,Germany,5585,Riccardo Casanova,1832,Henning Kapischke,1870,Franz Gawlitza,1883,high,2015/results-relay.pdf
M16,10,OK,POL,Poland,5678,Michal Krzysztynski,1835,Michal Pierzchala,2020,Kacper Kuca,1823,high,2015/results-relay.pdf
M16,11,OK,FIN,Finland,5750,Topias Niemi,2058,Daniel Koivisto,1997,Aaro Aho,1695,high,2015/results-relay.pdf
M16,12,OK,LTU,Lithuania,5758,Romas Bazelis,1933,Algirdas Dauksys,1869,Pranas Germanavicius,1956,high,2015/results-relay.pdf
M16,13,OK,UKR,Ukraine,5776,Nikita Anopko,1847,Yurii Serdiuk,1759,Dmytro Kutsan,2170,high,2015/results-relay.pdf
M16,14,OK,ESP,Spain,6001,Raul Sanjuan Juan,2065,Juan Cornejo Garcia,2002,Jorge Caranca Valente Barrer,1934,high,2015/results-relay.pdf
M16,15,OK,ROU,Romania,6125,Attila Szocs,1789,Peter Knobloch Esztergar,1719,Lorand Vigh,2617,high,2015/results-relay.pdf
M16,16,OK,LAT,Latvia,6141,Ilgvars Caune,2178,Fricis Spektors,1918,Kristaps Bruners,2045,high,2015/results-relay.pdf
M16,17,OK,BUL,Bulgaria,6156,Boyan Ivandjikov,1620,Martin Manov,2355,Valentin Neykov,2181,high,2015/results-relay.pdf
M16,18,OK,TUR,Turkey,6921,Samet Kossek,3034,Ismail Kilinc,2054,Talha Gunday,1833,high,2015/results-relay.pdf
M16,19,OK,ISR,Israel,7000,Eilam Berzak,2103,Alon Kahana,2150,Omer Kachal,2747,high,2015/results-relay.pdf
M16,20,OK,MDA,Moldova,7024,Vladimir Cabis,2297,Ilia Burdeinîi,2347,Maxim Strîmbanu,2380,high,2015/results-relay.pdf
M16,21,OK,SVK,Slovakia,7406,Jakub Dekrét,1721,Feder Medard,2799,Andrej Dubovsky,2886,high,2015/results-relay.pdf
M18,1,OK,SWE,Sweden,5537,Jesper Svensk,1766,Anton Forsberg,1866,Isac von Krusenstierna,1905,high,2015/results-relay.pdf
M18,2,OK,SUI,Switzerland,5653,Florian Attinger,1847,Andrin Grundler,1905,Pascal Buchs,1901,high,2015/results-relay.pdf
M18,3,OK,FIN,Finland,5738,Eero Heinonen,1970,Topi Syrjalainen,1927,Olli Ojanaho,1841,high,2015/results-relay.pdf
M18,4,OK,HUN,Hungary,5745,Mate Dalos,1793,Marton Zacher,1829,Matyas Meszaros,2123,high,2015/results-relay.pdf
M18,5,OK,RUS,Russia,5833,Kirill Komarov,2019,Nikita Gurevich,1912,Mikhai Kuleshov,1902,high,2015/results-relay.pdf
M18,6,OK,NOR,Norway,5880,Vegard Guldbrandsen,1936,Eirik Langedal Breivik,1925,Hakon Raadal Bjorlo,2019,high,2015/results-relay.pdf
M18,7,OK,AUT,Austria,6018,Rafael Dobnik,1755,Dominik Jandl,1975,Florian Kurz,2288,high,2015/results-relay.pdf
M18,8,OK,CZE,Czech Republic,6341,Otakar Hirs,1985,Daniel Vandas,2203,Vojtech Sykora,2153,high,2015/results-relay.pdf
M18,9,OK,FRA,France,6449,Benjamin Leduc,1949,Martin Mathis,2478,Mathieu Perrin,2022,high,2015/results-relay.pdf
M18,10,OK,GBR,United Kingdom,6683,Andrew Barr,2111,Thomas Wilson,2064,Harrison McCartney,2508,high,2015/results-relay.pdf
M18,11,OK,POL,Poland,6745,Szymon Sosenko,2199,Fryderyk Pryjma,1973,Marcin Biederman,2573,high,2015/results-relay.pdf
M18,12,OK,LAT,Latvia,6922,Endijs Titomers,1966,Edgars Ustinovs,2489,Uldis Upitis,2467,high,2015/results-relay.pdf
M18,13,OK,ESP,Spain,6959,Jorge Gracia Ochotorena,2240,Jesus Rodriguez Corrocha,2148,Luis Milvaques Casado,2571,high,2015/results-relay.pdf
M18,14,OK,LTU,Lithuania,7023,Rokas Lipnickas,2225,Simonas Tamosaitis,2185,Jonas Kuke,2613,high,2015/results-relay.pdf
M18,15,OK,GER,Germany,7037,Colin Kolbe,2590,Lukas Janischwosky,2454,Veit Slodowski,1993,high,2015/results-relay.pdf
M18,16,OK,MDA,Moldova,7186,Dumitru Donici,2059,Anatolii Fomicio,1921,Veaceslav Burdiuja,3206,high,2015/results-relay.pdf
M18,17,OK,ROU,Romania,7194,Peter Divin,1938,Mihai Tintar,2863,Emilian Minoiu George,2393,high,2015/results-relay.pdf
M18,18,OK,POR,Portugal,7316,Ricardo Ferreira,2652,Joao Bernardino,2397,Joao Novo,2267,high,2015/results-relay.pdf
M18,19,OK,ITA,Italy,7317,Andrea Melioli,2514,Fabio Brunet,2336,Tait Samuele,2467,high,2015/results-relay.pdf
M18,20,OK,UKR,Ukraine,7407,Vyacheslav Matyash,3056,Taras Rachuk,2210,Stanislav Polianyatsia,2141,high,2015/results-relay.pdf
M18,21,OK,BUL,Bulgaria,7411,Stefan Yordanov,2064,Valentin Shishkov,2830,Martin Penchev,2517,high,2015/results-relay.pdf
