class,rank,status,bib,country,name,time_seconds,confidence,source_file
W16,1,OK,,CZE,Adelka Jakobova,695,high,2006/eyoc2006.htm
W16,2,OK,,CZE,Vera Mullerova,707,high,2006/eyoc2006.htm
W16,3,OK,,SUI,Ladina Matter,718,high,2006/eyoc2006.htm
W16,4,OK,,POL,Monika Gajda,724,high,2006/eyoc2006.htm
W16,5,OK,,RUS,Anastasia Trubkina,727,high,2006/eyoc2006.htm
W16,6,OK,,CZE,Lucie Meznikova,733,high,2006/eyoc2006.htm
W16,7,OK,,RUS,Karina Fershalova,739,high,2006/eyoc2006.htm
W16,8,OK,,SUI,Elena Roos,748,high,2006/eyoc2006.htm
W16,9,OK,,CZE,Michaela Chmelarova,756,high,2006/eyoc2006.htm
W16,10,OK,,ITA,Carlotta Scalet,762,high,2006/eyoc2006.htm
W16,11,OK,,LTU,Tekle Emilija Gvildyte,764,high,2006/eyoc2006.htm
W16,12,OK,,ROU,Adina Popescu,767,high,2006/eyoc2006.htm
W16,13,OK,,GER,Maria Lange,771,high,2006/eyoc2006.htm
W16,14,OK,,POL,Hanna Wisniewska,772,high,2006/eyoc2006.htm
W16,15,OK,,ITA,Lucia Curzio,786,high,2006/eyoc2006.htm
W16,16,OK,,UKR,Maryna Palashevska,786,high,2006/eyoc2006.htm
W16,17,OK,,AUT,Anna Elstner,787,high,2006/eyoc2006.htm
W16,18,OK,,BUL,Valeriya Staneva,788,high,2006/eyoc2006.htm
W16,19,OK,,SUI,Isabelle Feer,789,high,2006/eyoc2006.htm
W16,20,OK,,FRA,Perrine Obstetar,795,high,2006/eyoc2006.htm
W16,21,OK,,SUI,Sarina Jenzer,796,high,2006/eyoc2006.htm
W16,22,OK,,EST,Hannula Katrin Pandis,802,high,2006/eyoc2006.htm
W16,23,OK,,POR,Joana Costa,802,high,2006/eyoc2006.htm
W16,24,OK,,HUN,Regina Bertoti,805,high,2006/eyoc2006.htm
W16,25,OK,,HUN,Ilona Tibay,808,high,2006/eyoc2006.htm
W16,26,OK,,LTU,Ausrine Kutkaite,816,high,2006/eyoc2006.htm
W16,27,OK,,AUT,Ulla Mayrhofer,817,high,2006/eyoc2006.htm
W16,28,OK,,POL,Magdalena Helminiak,817,high,2006/eyoc2006.htm
W16,29,OK,,HUN,Vanda Zsigmond,817,high,2006/eyoc2006.htm
W16,30,OK,,POR,Mariana Moreira,818,high,2006/eyoc2006.htm
W16,31,OK,,LAT,Ieva Brice,819,high,2006/eyoc2006.htm
W16,32,OK,,ITA,Claudia Zanetel,829,high,2006/eyoc2006.htm
W16,33,OK,,UKR,Kateryna Nesterenko,835,high,2006/eyoc2006.htm
W16,34,OK,,LAT,Ilze Cahrausa,837,high,2006/eyoc2006.htm
W16,35,OK,,LAT,Anna Purina,838,high,2006/eyoc2006.htm
W16,36,OK,,LAT,Ieva Ruksane,843,high,2006/eyoc2006.htm
W16,37,OK,,POL,Marta Majchrzak,846,high,2006/eyoc2006.htm
W16,38,OK,,UKR,Olena Pitirimova,846,high,2006/eyoc2006.htm
W16,39,OK,,UKR,Olga Popko,847,high,2006/eyoc2006.htm
W16,40,OK,,RUS,Alisa Nizhnikova,849,high,2006/eyoc2006.htm
W16,41,OK,,CRO,Iva Stambuk,853,high,2006/eyoc2006.htm
W16,42,OK,,POR,Isabel Sa,856,high,2006/eyoc2006.htm
W16,43,OK,,AUT,Verena Aschacher,859,high,2006/eyoc2006.htm
W16,44,OK,,FRA,Alizee Gaillard,865,high,2006/eyoc2006.htm
W16,45,OK,,HUN,Brigitta Koos,878,high,2006/eyoc2006.htm
W16,46,OK,,EST,Triin Aedmae,884,high,2006/eyoc2006.htm
W16,47,OK,,SRB,Marija Cosic,885,high,2006/eyoc2006.htm
W16,48,OK,,FRA,Magalie Cordeiro-Mendes,887,high,2006/eyoc2006.htm
W16,49,OK,,EST,Piibe Tammemae,890,high,2006/eyoc2006.htm
W16,50,OK,,GER,Lucca Blumenstein,890,high,2006/eyoc2006.htm
W16,51,OK,,LTU,Egle Dambrauskaite,892,high,2006/eyoc2006.htm
