class,rank,status,bib,country,name,time_seconds,confidence,source_file
M16,1,OK,296,FRA,Elias Guilhem,619,approx,2016/results-sprint.pdf
M16,2,OK,288,CZE,Boranek Michal,631,approx,2016/results-sprint.pdf
M16,3,OK,285,FIN,Matinheikki Leo,633,approx,2016/results-sprint.pdf
M16,4,OK,293,RUS,Lukashevich Anton,635,approx,2016/results-sprint.pdf
M16,5,OK,298,GBR,Thomas Alastair,638,approx,2016/results-sprint.pdf
M16,6,OK,289,BUL,Ivandjikov Boyan,639,approx,2016/results-sprint.pdf
M16,7,OK,279,UKR,Zviahin Mykyta,641,approx,2016/results-sprint.pdf
M16,8,OK,290,DEN,Poulsen Malthe,645,approx,2016/results-sprint.pdf
M16,9,OK,241,HUN,Horvath Csongor,647,approx,2016/results-sprint.pdf
M16,9,OK,257,POL,Rzenca Piotr,647,approx,2016/results-sprint.pdf
M16,11,OK,267,HUN,Jonas Ferenc,652,approx,2016/results-sprint.pdf
M16,12,OK,271,CZE,Rusin Jan,654,approx,2016/results-sprint.pdf
M16,13,OK,280,LAT,Spektorsfricis,655,approx,2016/results-sprint.pdf
M16,14,OK,258,UKR,Samoilenko Konstiantyn,660,approx,2016/results-sprint.pdf
M16,14,OK,291,SUI,Aebersold Fabian,660,approx,2016/results-sprint.pdf
M16,16,OK,242,FRA,Haberkorn Guilhem,661,approx,2016/results-sprint.pdf
M16,17,OK,254,FIN,Tala Miika,664,approx,2016/results-sprint.pdf
M16,18,OK,259,BUL,Neikov Valentin,665,approx,2016/results-sprint.pdf
M16,18,OK,227,CZE,Filipek Sebastian,665,approx,2016/results-sprint.pdf
M16,20,OK,221,GBR,Chapman Jake,668,approx,2016/results-sprint.pdf
M16,21,OK,212,FIN,Eerola Mikko,670,approx,2016/results-sprint.pdf
M16,21,OK,261,ESP,Sanjun Juan Raul,670,approx,2016/results-sprint.pdf
M16,23,OK,248,FIN,Arola Topias,675,approx,2016/results-sprint.pdf
M16,24,OK,263,SUI,Hutzli Silas,675,approx,2016/results-sprint.pdf
M16,25,OK,228,ITA,Bettega Damiano,679,approx,2016/results-sprint.pdf
M16,25,OK,226,AUT,Wolfram Jakob,679,approx,2016/results-sprint.pdf
M16,27,OK,295,SVK,Cidorik Matej,680,approx,2016/results-sprint.pdf
M16,28,OK,287,POR,Moniz Pedro,681,approx,2016/results-sprint.pdf
M16,29,OK,223,CZE,Volak Ondrej,682,approx,2016/results-sprint.pdf
M16,30,OK,244,POR,Oliveira Manuel,685,approx,2016/results-sprint.pdf
M16,31,OK,205,SUI,Grundler Mattia,687,approx,2016/results-sprint.pdf
M16,32,OK,292,POL,Stanek Jerzy,690,approx,2016/results-sprint.pdf
M16,32,OK,236,SUI,Soldini Jonas,690,approx,2016/results-sprint.pdf
M16,32,OK,217,RUS,Kudriavtcev Nikolai,690,approx,2016/results-sprint.pdf
M16,35,OK,224,FRA,Pannier Axel,691,approx,2016/results-sprint.pdf
M16,35,OK,209,POR,Lima Tomas,691,approx,2016/results-sprint.pdf
M16,37,OK,219,POL,Krawczynski Mikolaj,692,approx,2016/results-sprint.pdf
M16,38,OK,281,LTU,Repsysadomas,696,approx,2016/results-sprint.pdf
M16,39,OK,232,ESP,Garrido Corral Miguel,703,approx,2016/results-sprint.pdf
M16,40,OK,211,DEN,Thrane Odum Soren,705,approx,2016/results-sprint.pdf
M16,41,OK,255,ITA,Pietro Palumbo,706,approx,2016/results-sprint.pdf
M16,42,OK,265,DEN,Holm Nielsen Mikkel,707,approx,2016/results-sprint.pdf
M16,43,OK,253,BLR,Makaranka Kiryl,709,approx,2016/results-sprint.pdf
M16,43,OK,215,ESP,Franco Pire Manuel,709,approx,2016/results-sprint.pdf
M16,45,OK,252,POR,Henriques Andre,714,approx,2016/results-sprint.pdf
M16,46,OK,230,RUS,Semenov Egor,716,approx,2016/results-sprint.pdf
M16,47,OK,266,ROU,Vigh Lorand-Eduard,718,approx,2016/results-sprint.pdf
M16,48,OK,234,GER,Casanova Riccardo,720,approx,2016/results-sprint.pdf
M16,48,OK,278,GER,Lorenztimon,720,approx,2016/results-sprint.pdf
M16,50,OK,274,TUR,Solen Fatih,722,approx,2016/results-sprint.pdf
M16,51,OK,284,ISR,Yasur Rotem,725,approx,2016/results-sprint.pdf
M16,52,OK,256,RUS,Seleznev Konstantin,726,approx,2016/results-sprint.pdf
M16,53,OK,210,AUT,Jandl Florian,727,approx,2016/results-sprint.pdf
M16,54,OK,220,GER,Holzhauer Hendrik,730,approx,2016/results-sprint.pdf
M16,55,OK,202,BEL,Amerijckx Cedric,732,approx,2016/results-sprint.pdf
M16,56,OK,251,LAT,Gailis Rihards,733,approx,2016/results-sprint.pdf
M16,57,OK,262,ISR,Zur Amir,735,approx,2016/results-sprint.pdf
M16,58,OK,207,ROU,Kentelki Marton,736,approx,2016/results-sprint.pdf
M16,59,OK,239,DEN,Hinge Krogsgaard Elias,737,approx,2016/results-sprint.pdf
M16,60,OK,201,HUN,Szabo Marcell,741,approx,2016/results-sprint.pdf
M16,61,OK,247,BUL,Kotkov Toma,742,approx,2016/results-sprint.pdf
M16,62,OK,214,TUR,Ozturk Muhammed Sinan,747,approx,2016/results-sprint.pdf
M16,63,OK,283,AUT,Holper Leo,750,approx,2016/results-sprint.pdf
M16,64,OK,246,TUR,Cakan Kadir Can,756,approx,2016/results-sprint.pdf
M16,65,OK,250,BEL,Eyen Guillaume,757,approx,2016/results-sprint.pdf
M16,66,OK,294,HUN,Szuromi Aron,758,approx,2016/results-sprint.pdf
M16,67,OK,206,LTU,Barauskas Rokas,765,approx,2016/results-sprint.pdf
M16,68,OK,275,FRA,Gennaro Mathis,773,approx,2016/results-sprint.pdf
M16,68,OK,240,EST,Allmann Hando,773,approx,2016/results-sprint.pdf
M16,70,OK,218,BUL,Yordanov Martin,775,approx,2016/results-sprint.pdf
M16,71,OK,222,ISR,Yogev Rotem,777,approx,2016/results-sprint.pdf
M16,71,OK,245,SVK,Goldsmidt Tobias,777,approx,2016/results-sprint.pdf
M16,73,OK,233,ISR,Zorea Alon,778,approx,2016/results-sprint.pdf
M16,74,OK,235,BLR,Alekseyonok Nikita,784,approx,2016/results-sprint.pdf
M16,75,OK,225,LTU,Kausakys Dovydas,786,approx,2016/results-sprint.pdf
M16,76,OK,273,SVK,Feder Medard,789,approx,2016/results-sprint.pdf
M16,77,OK,216,SVK,Ditri Dominic,803,approx,2016/results-sprint.pdf
M16,78,OK,270,LTU,Mitrikas Darius,804,approx,2016/results-sprint.pdf
M16,79,OK,282,TUR,Karayel Yildizhan,809,approx,2016/results-sprint.pdf
M16,80,OK,260,LAT,Dzalbsedijs,814,approx,2016/results-sprint.pdf
M16,81,OK,276,AUT,Deubel Jorgen,840,approx,2016/results-sprint.pdf
