class,rank,status,bib,country,name,time_seconds,confidence,source_file
W16,1,OK,79,CZE,Anna Karlova,2384,high,2019/Long-eventor.xml
W16,2,OK,58,SUI,Alina Niggli,2454,high,2019/Long-eventor.xml
W16,3,OK,84,HUN,Boglarka Czako,2505,high,2019/Long-eventor.xml
W16,4,OK,85,RUS,Anna Trempoltseva,2650,high,2019/Long-eventor.xml
W16,5,OK,4,FIN,Salla Isoherranen,2741,high,2019/Long-eventor.xml
W16,6,OK,88,SLO,Katja Babic,2744,high,2019/Long-eventor.xml
W16,7,OK,43,HUN,Rita Sarkozy,2756,high,2019/Long-eventor.xml
W16,8,OK,87,LAT,Aiga Irbe Bluma,2804,high,2019/Long-eventor.xml
W16,9,OK,80,FIN,Fanny Kukonlehto,2814,high,2019/Long-eventor.xml
W16,10,OK,48,POL,Hanna Sudol,2879,high,2019/Long-eventor.xml
W16,11,OK,20,RUS,Anastasia Rukomel,2890,high,2019/Long-eventor.xml
W16,12,OK,83,SUI,Ines Berger,2937,high,2019/Long-eventor.xml
W16,13,OK,71,FIN,Eeva Liina Ojanaho,2980,high,2019/Long-eventor.xml
W16,14,OK,74,LTU,Ugne Skucaite,3003,high,2019/Long-eventor.xml
W16,15,OK,86,FRA,Diane Body,3018,high,2019/Long-eventor.xml
W16,16,OK,89,DEN,Siri Simonsen,3100,high,2019/Long-eventor.xml
W16,17,OK,57,SVK,Ema Havlikova,3134,high,2019/Long-eventor.xml
W16,18,OK,38,SUI,Nina Hubmann,3172,high,2019/Long-eventor.xml
W16,19,OK,69,CZE,Marketa Mulickova,3223,high,2019/Long-eventor.xml
W16,20,OK,70,RUS,Elena Porkhun,3258,high,2019/Long-eventor.xml
W16,21,OK,1,SUI,Anna Gasser,3288,high,2019/Long-eventor.xml
W16,22,OK,75,SVK,Petronela Filipova,3300,high,2019/Long-eventor.xml
W16,23,OK,21,FIN,Emilia Tala,3303,high,2019/Long-eventor.xml
W16,24,OK,49,HUN,Viktoria Mag,3343,high,2019/Long-eventor.xml
W16,25,OK,92,BLR,Olga Tomashava,3368,high,2019/Long-eventor.xml
W16,26,OK,17,FRA,Annabelle Delenne,3443,high,2019/Long-eventor.xml
W16,27,OK,26,UKR,Anastasiia Biliakova,3465,high,2019/Long-eventor.xml
W16,28,OK,50,UKR,Veronika Arbuzova,3485,high,2019/Long-eventor.xml
W16,29,OK,64,LAT,Laura Berke,3493,high,2019/Long-eventor.xml
W16,30,OK,73,BUL,Velina Koeva,3536,high,2019/Long-eventor.xml
W16,31,OK,11,HUN,Lilla Zempleni,3578,high,2019/Long-eventor.xml
W16,32,OK,13,DEN,Marie Moeller Nielsen,3583,high,2019/Long-eventor.xml
W16,33,OK,52,DEN,Elanor Henriksen,3603,high,2019/Long-eventor.xml
W16,34,OK,25,FRA,Lucine Gintzburger,3617,high,2019/Long-eventor.xml
W16,35,OK,12,LAT,Leonarda Baltina,3627,high,2019/Long-eventor.xml
W16,36,OK,54,LTU,Beatrice Karlonaite,3674,high,2019/Long-eventor.xml
W16,37,OK,35,RUS,Daria Vlasova,3678,high,2019/Long-eventor.xml
W16,38,OK,77,UKR,Olha Sereda,3682,high,2019/Long-eventor.xml
W16,39,OK,34,POL,Julia Krempinska,3691,high,2019/Long-eventor.xml
W16,40,OK,53,EST,Leana Jete Korb,3692,high,2019/Long-eventor.xml
W16,41,OK,5,CZE,Vanda Vavrova,3755,high,2019/Long-eventor.xml
W16,42,OK,65,ROU,Daria Galateanu,3794,high,2019/Long-eventor.xml
W16,43,OK,59,FRA,Alix Villar,3804,high,2019/Long-eventor.xml
W16,44,OK,23,LAT,Agnese Jaunmuktane,3825,high,2019/Long-eventor.xml
W16,45,OK,2,POL,Iga Muller,3875,high,2019/Long-eventor.xml
W16,46,OK,66,SLO,Teja Tusar,3897,high,2019/Long-eventor.xml
W16,47,OK,82,ITA,Iris Aurora Pecorari,3948,high,2019/Long-eventor.xml
W16,48,OK,39,GER,Julika Funk,3949,high,2019/Long-eventor.xml
W16,49,OK,33,ITA,Nicole Riz,3979,high,2019/Long-eventor.xml
W16,50,OK,42,ESP,Marta Martinez Barcelo,4051,high,2019/Long-eventor.xml
W16,51,OK,8,BUL,Yana Ilieva,4054,high,2019/Long-eventor.xml
W16,52,OK,81,POL,Aleksandra Nitsch,4079,high,2019/Long-eventor.xml
W16,53,OK,31,DEN,Sigrid Hoeyer Staugaard,4110,high,2019/Long-eventor.xml
W16,54,OK,29,CZE,Barbora Smolkova,4116,high,2019/Long-eventor.xml
W16,55,OK,62,GBR,Rachel Brown,4126,high,2019/Long-eventor.xml
W16,56,OK,28,BLR,Alesia Dzichkouskaya,4151,high,2019/Long-eventor.xml
W16,57,OK,32,ROU,Andreea Manu,4154,high,2019/Long-eventor.xml
W16,58,OK,93,EST,Brigitte Panker,4190,high,2019/Long-eventor.xml
W16,59,OK,40,LTU,Aiste Dementaviciute,4241,high,2019/Long-eventor.xml
W16,60,OK,76,ROU,Alexandra Roman,4271,high,2019/Long-eventor.xml
W16,61,OK,6,GER,Emma Caspari,4285,high,2019/Long-eventor.xml
W16,62,OK,51,BLR,Sofya Karelina,4288,high,2019/Long-eventor.xml
W16,63,OK,19,LTU,Benedikta Deveikyte,4309,high,2019/Long-eventor.xml
W16,64,OK,78,AUT,Flora Aigmueller,4337,high,2019/Long-eventor.xml
W16,65,OK,15,SVK,Simona Mihalicova,4340,high,2019/Long-eventor.xml
W16,66,OK,60,SRB,Eva Solaja,4494,high,2019/Long-eventor.xml
W16,67,OK,90,GER,Elsa Barthel,4517,high,2019/Long-eventor.xml
W16,68,OK,44,SVK,Gabriela Trepacova,4682,high,2019/Long-eventor.xml
W16,69,OK,10,TUR,Duygu Yigen,4767,high,2019/Long-eventor.xml
W16,70,OK,56,GER,Marit Wersin,4779,high,2019/Long-eventor.xml
W16,71,OK,27,BUL,Yana Peneva,4842,high,2019/Long-eventor.xml
W16,72,OK,46,SLO,Tina Kern,4888,high,2019/Long-eventor.xml
W16,73,OK,24,EST,Kris Jette Piht,4891,high,2019/Long-eventor.xml
W16,74,OK,9,BLR,Kseniya Mironava,4905,high,2019/Long-eventor.xml
W16,75,OK,14,UKR,Kristina Pashchenko,4919,high,2019/Long-eventor.xml
W16,76,OK,30,TUR,Gulce Celik,5048,high,2019/Long-eventor.xml
W16,77,OK,67,AUT,Hannah Winkler,5073,high,2019/Long-eventor.xml
W16,78,OK,61,TUR,Esma Melle,5144,high,2019/Long-eventor.xml
W16,79,OK,7,ESP,Maria Belloso Poveda,5172,high,2019/Long-eventor.xml
W16,80,OK,36,MDA,Victoria Nosenco,5230,high,2019/Long-eventor.xml
W16,81,OK,72,ESP,Patricia Toledo,5234,high,2019/Long-eventor.xml
W16,82,OK,41,IRL,Meadow McCauley,5488,high,2019/Long-eventor.xml
W16,83,OK,37,AUT,Anna Angermann,5546,high,2019/Long-eventor.xml
W16,84,OK,68,ITA,Rachele Gaio,5643,high,2019/Long-eventor.xml
W16,85,OK,55,BUL,Emili Aleksandrova,5794,high,2019/Long-eventor.xml
W16,86,OK,16,ROU,Bernadett Deak,6075,high,2019/Long-eventor.xml
W16,87,OK,3,MDA,Nicoletta Parascheva,7602,high,2019/Long-eventor.xml
W16,88,OK,47,MDA,Anastasia Socolova,8071,high,2019/Long-eventor.xml
W16,,DNF,18,SRB,Mia Krtinic,5648,high,2019/Long-eventor.xml
W18,1,OK,184,HUN,Csilla Gardonyi,2864,high,2019/Long-eventor.xml
W18,2,OK,189,LAT,Elza Kuze,2992,high,2019/Long-eventor.xml
W18,3,OK,176,NOR,Oda Scheele,3071,high,2019/Long-eventor.xml
W18,4,OK,190,RUS,Taisiia Khokhlova,3134,high,2019/Long-eventor.xml
W18,5,OK,175,SUI,Lilly Graber,3195,high,2019/Long-eventor.xml
W18,6,OK,120,SWE,Tilde Backlund,3214,high,2019/Long-eventor.xml
W18,7,OK,148,CZE,Michaela Dittrichova,3253,high,2019/Long-eventor.xml
W18,8,OK,178,ITA,Anna Pradel,3359,high,2019/Long-eventor.xml
W18,9,OK,131,SUI,Hanna Wey,3398,high,2019/Long-eventor.xml
W18,10,OK,126,CZE,Lucie Semikova,3403,high,2019/Long-eventor.xml
W18,11,OK,152,FIN,Melina Lahdenpera,3407,high,2019/Long-eventor.xml
W18,12,OK,116,RUS,Anna Safronova,3448,high,2019/Long-eventor.xml
W18,13,OK,135,NOR,Jenny Baklid,3471,high,2019/Long-eventor.xml
W18,14,OK,187,FIN,Mikaela Karjalainen,3493,high,2019/Long-eventor.xml
