class,rank,status,country,team,total_time_seconds,leg1_name,leg1_time_seconds,leg2_name,leg2_time_seconds,leg3_name,leg3_time_seconds,confidence,source_file
W16,1,OK,SUI,Switzerland,5776,Sandrine Muller,1855,Marion Aebi,2208,Lisa Holer,1713,high,2009/eyoc2009.htm
W16,2,OK,CZE,Czechia,5936,Marketa Novotna,1965,Petra Pavlovcova,2009,Vendula Horcickova,1962,high,2009/eyoc2009.htm
W16,3,OK,AUT,Austria,6362,Anna Simkovics,2144,Lisa Pacher,2423,Anja Arbter,1795,high,2009/eyoc2009.htm
W16,4,OK,FRA,France,6439,Tiphane Marchegay,2268,Emilie Backscheider,2134,Isia Basset,2037,high,2009/eyoc2009.htm
W16,5,OK,ITA,Italy,7161,Liliana Papandrea,2031,Giada Franz,3011,Viola Zagonel,2119,high,2009/eyoc2009.htm
W16,6,OK,LAT,Latvia,7246,Elina Svilpe,2695,Beata Zalaiskalna,2038,Liga Valdmane,2513,high,2009/eyoc2009.htm
W16,7,OK,GBR,UK,7347,Aine McCann,2384,Florence Haines,1999,Katrin Harding,2964,high,2009/eyoc2009.htm
W16,8,OK,UKR,Ukraine,7549,Mariya Polishchuk,2522,Viktoriya Sukharevska,2577,Anna Vakulenko,2450,high,2009/eyoc2009.htm
W16,9,OK,HUN,Hungary,7587,Vanda Kinde,3217,Reka Zempleni,2056,Krisztina Toth,2314,high,2009/eyoc2009.htm
W16,10,OK,LTU,Lithuania,7907,Akvile Preiksaite,2579,Laura Zickute,2745,Vesta Ambrazaite,2583,high,2009/eyoc2009.htm
W16,11,OK,EST,Estonia,7956,Kaisa Raudkepp,2622,Daisy Kudre,2828,Laura Joonas,2506,high,2009/eyoc2009.htm
W16,12,OK,POR,Portugal,8132,Vera Alvarez,2652,Ana Salgado,3141,Rita Rodrigues,2339,high,2009/eyoc2009.htm
W16,13,OK,DEN,Denmark,8306,Sidsel Dan Hull,4086,Ita Klingenberg,2154,Astrid Ank Jorgensen,2066,high,2009/eyoc2009.htm
W16,14,OK,BUL,Bulgaria,8596,Velina Valova,2456,Boyana Pavlova,2371,Martina Dzhulieva,3769,high,2009/eyoc2009.htm
W16,15,OK,ESP,Spain,9018,Carmen Patino Deniz,2135,Silvia Martin de Rios,2884,Joana Nunez Canovas,3999,high,2009/eyoc2009.htm
W16,,MP,RUS,Russia,,Ekaterina Savkina,,Viktoriya Lukashova,,Yulia Shutkovskaya,,high,2009/eyoc2009.htm
W16,,MP,SRB,Serbia,,Sofija Jokanovic,3983,Marina Stevanovic,5185,Katarina Vulicevic,,high,2009/eyoc2009.htm
W18,1,OK,CZE,Czechia,5584,Denisa Kosova,1895,Karolina Tepla,1852,Madla Svobodna,1837,high,2009/eyoc2009.htm
