class,rank,status,country,team,total_time_seconds,leg1_name,leg1_time_seconds,leg2_name,leg2_time_seconds,leg3_name,leg3_time_seconds,confidence,source_file
W16,1,OK,CZE,Czechia,5548,Petra Hancova,1831,Zuzana Kozinova,1973,Anna Stickova,1744,high,2012/eyoc2012.htm
W16,2,OK,SUI,Switzerland,5584,Barbara Kohle,1845,Sonja Borner,1948,Paula Gross,1791,high,2012/eyoc2012.htm
W16,3,OK,FRA,France,5686,Solcne Droin,1848,Chloe Haberkorn,1885,Mathlide Body,1953,high,2012/eyoc2012.htm
W16,4,OK,RUS,Russia,5780,Anna Yakimenko,1925,Anna Dvorianskaia,2031,Marina Trubkina,1824,high,2012/eyoc2012.htm
W16,5,OK,HUN,Hungary,5995,Virag Weiler,1855,Luca Szuromi,2136,Csenge Viniczzai,2004,high,2012/eyoc2012.htm
W16,6,OK,GER,Germany,6134,Leonore Winkler,2010,Dorothea Muller,2257,Hanna Muller,1867,high,2012/eyoc2012.htm
W16,7,OK,UKR,Ukraine,6318,Lesya Polishchuk,2377,Daria Moskalenko,1990,Olena Postelniak,1951,high,2012/eyoc2012.htm
W16,8,OK,DEN,Denmark,6319,Nikoline Tillingsre,1838,Astrid Maag,2556,Amanda Falck Weber,1925,high,2012/eyoc2012.htm
W16,9,OK,POL,Poland,6448,Angelika MacIejewska,2427,Weronika Cych,1944,Zuzanna Wanczyk,2077,high,2012/eyoc2012.htm
W16,10,OK,GBR,UK,6457,Julie Emmerson,1839,Natalie Beadle,2471,Sarah Jones,2147,high,2012/eyoc2012.htm
W16,11,OK,LAT,Latvia,6973,Diana-Marta Ruka,2543,Madara Brice,2155,Annija Zalaiskalna,2275,high,2012/eyoc2012.htm
W16,12,OK,LTU,Lithuania,7124,Jogvile Susinskaite,2371,Anele Kerpauskaite,2246,Viktorija Gedgaudaite,2507,high,2012/eyoc2012.htm
W16,13,OK,AUT,Austria,7449,Anika Gassner,2375,Isabel Schaffer,2359,Carina Polzer,2715,high,2012/eyoc2012.htm
W16,14,OK,ITA,Italy,7724,Arianna Bortolotti,2587,Francesca Taufer,2657,Gaia Sebastiani,2480,high,2012/eyoc2012.htm
W16,15,OK,BLR,Belarus,7826,Anastasiya Ilkevich,2593,Yuliya Tarasava,2932,Viktoryia Mozhar,2301,high,2012/eyoc2012.htm
W16,16,OK,ESP,Spain,8755,Elena Botica Artalejo,3298,Andrea Guillen Escriba,2946,Maria Illa Cams,2511,high,2012/eyoc2012.htm
W16,17,OK,ROU,Romania,8987,Georgescu Alice,2523,Bonto Diana,2870,Culcean Roxana,3594,high,2012/eyoc2012.htm
W16,18,OK,ISR,Israel,9072,Michal Shaked,2702,Hila Ayali,3119,Marina Maerkowich,3251,high,2012/eyoc2012.htm
W16,19,OK,SLO,Slovenia,9411,Manca Cvek,2573,Lara Jerman,2840,Katjsa Poljansek,3998,high,2012/eyoc2012.htm
W16,20,OK,TUR,Turkiye,10773,Kubra Yoruk,3598,Tugce Kaya,3629,Ayse Bozkurt,3546,high,2012/eyoc2012.htm
W18,1,OK,RUS,Russia,6581,Ekaterina Savkina,2258,Daria Korobeynik,2158,Daria Krasilnikova,2165,high,2012/eyoc2012.htm
W18,2,OK,NOR,Norway,6587,Andrine Benjaminsen,2284,Kaja Winsnes Nordhagen,2229,Gunvor Hov Hrydal,2074,high,2012/eyoc2012.htm
W18,3,OK,SWE,Sweden,6604,Tove Lagerberg,2247,Josefine Klintberg,2149,Moa Leijon-Lind,2208,high,2012/eyoc2012.htm
W18,4,OK,CZE,Czechia,6908,Lenka Svobodova,2237,Karolina Borankova,2293,Katerina Chroma,2378,high,2012/eyoc2012.htm
W18,5,OK,FRA,France,7271,Margaux Hummel-Azais,2252,Delphine Poirot,2481,Lucile Clouard,2538,high,2012/eyoc2012.htm
W18,6,OK,FIN,Finland,7333,Henna Skog,2573,Sara Karvonen,2521,Jannina Gustafsson,2239,high,2012/eyoc2012.htm
W18,7,OK,SUI,Switzerland,7352,Ellen Reinhard,2221,Rahela Brunner,2331,Lisa Schubnell,2800,high,2012/eyoc2012.htm
W18,8,OK,POL,Poland,7449,Edyta Baluta,2546,Maria Dragowska,2686,Angelika Haniszewska,2217,high,2012/eyoc2012.htm
W18,9,OK,EST,Estonia,7471,Laura Joonas,2668,Triinu Rooni,2458,Madli-Johanna Maidla,2345,high,2012/eyoc2012.htm
