class,rank,status,country,team,total_time_seconds,leg1_name,leg1_time_seconds,leg2_name,leg2_time_seconds,leg3_name,leg3_time_seconds,confidence,source_file
W16,1,OK,CZE,Czechia,4767,Tereza Cechova,1552,Barbora Vyhnalkova,1659,Barbara Vavrysova,1556,high,2013/eyoc2013.htm
W16,2,OK,HUN,Hungary,5095,Reka Dalia Pataki,1633,Krisztina Gera,1915,Hanga Szuromi,1547,high,2013/eyoc2013.htm
W16,3,OK,DEN,Denmark,5212,Nikoline Tillingsoe,1799,Astrid Maag,1850,Josefine Lind,1563,high,2013/eyoc2013.htm
W16,4,OK,FRA,France,5364,Maelle Beauvir,1561,Florence Hanauer,2045,Oceane Guillemet,1758,high,2013/eyoc2013.htm
W16,5,OK,FIN,Finland,5374,Alexandra Enlund,1639,Veera Klemettinen,1688,Noora Koskinen,2047,high,2013/eyoc2013.htm
W16,6,OK,LTU,Lithuania,5578,Viktorija Gedgaudaite,1910,Kaste Rutkauskaite,2027,Agne Juodagalvyte,1641,high,2013/eyoc2013.htm
W16,7,OK,SUI,Switzerland,5784,Valerie Aebischer,1586,Simona Aebersold,1736,Sonja Borner,2462,high,2013/eyoc2013.htm
W16,8,OK,GER,Germany,5816,Patricia Siegert,2417,Ellen Kluser,1882,Dorothea Muller,1517,high,2013/eyoc2013.htm
W16,9,OK,RUS,Russia,5866,Zlata Malysheva,2134,Anastasia Godunova,2066,Anna Dvorianskaia,1666,high,2013/eyoc2013.htm
W16,10,OK,SVK,Slovakia,6042,Tereza Miklusova,2063,Tereza Smelikova,1915,Katarina Kosutova,2064,high,2013/eyoc2013.htm
W16,11,OK,UKR,Ukraine,6277,Mariya Tymoshchuk,2870,Tetyana Androsova,1730,Lesya Polishchuk,1677,high,2013/eyoc2013.htm
W16,12,OK,AUT,Austria,6612,Ida Pauser,2177,Ines Schaffer,2154,Sophie Peroutka,2281,high,2013/eyoc2013.htm
W16,13,OK,POR,Portugal,7739,Daniela Pires,2444,Beatriz Norte,2494,Beatriz Sanguino,2801,high,2013/eyoc2013.htm
W16,,MP,LAT,Latvia,,Elizabete Blumentale,1751,Austra Zusevica,2326,Diana Marta Ruka,,high,2013/eyoc2013.htm
W16,,MP,ESP,Spain,,Sofia Berenguer Sanchis,2133,Maria Soriano Ramal,,Maria Prieto del Campo,1619,high,2013/eyoc2013.htm
W16,,MP,ISR,Israel,,Noam Yasur,3049,Aya Webman,,Michal Shaked,2308,high,2013/eyoc2013.htm
W16,,MP,SLO,Slovenia,,Monika Ravnikar,2867,Brina Foski,,Marjeta Lipuzic,,high,2013/eyoc2013.htm
W16,,MP,EST,Estonia,,Kristiina Himma,2228,Liina Vesilind,2085,Doris Kudre,,high,2013/eyoc2013.htm
W18,1,OK,SWE,Sweden,4814,Johanna Oberg,1715,Felicia Stuhlhofer,1665,Sara Hagstrom,1434,high,2013/eyoc2013.htm
W18,2,OK,SUI,Switzerland,4834,Lisa Schubnell,1651,Kerstin Ullmann,1619,Sandrine Muller,1564,high,2013/eyoc2013.htm
W18,3,OK,RUS,Russia,5155,Daria Korobeynik,1619,Anastasiya Danilova,1661,Marina Trubkina,1875,high,2013/eyoc2013.htm
W18,4,OK,POL,Poland,5390,Aleksandra Hornik,1815,Weronika Cych,1717,Angelika Maciejewska,1858,high,2013/eyoc2013.htm
W18,5,OK,HUN,Hungary,5417,Virag Weiler,1688,Luca Szuromi,1882,Csenge Viniczai,1847,high,2013/eyoc2013.htm
W18,6,OK,NOR,Norway,5477,Karen Oline Kolstad,1745,Synnove Braten,1591,Heidi Martensson,2141,high,2013/eyoc2013.htm
W18,7,OK,UKR,Ukraine,5478,Yiulya Kobets,1839,Olena Postelniak,1753,Daria Moskalenko,1886,high,2013/eyoc2013.htm
W18,8,OK,FIN,Finland,5490,Niina Hulkkonen,2180,Emmi Jokela,1640,Anna Haataja,1670,high,2013/eyoc2013.htm
W18,9,OK,CZE,Czechia,5522,Lenka Svobodova,1739,Karolina Borankova,1760,Anna Stickova,2023,high,2013/eyoc2013.htm
W18,10,OK,FRA,France,5656,Delphine Poirot,1669,Chloe Haberkorn,2083,Margaux Hummel-Azais,1904,high,2013/eyoc2013.htm
W18,11,OK,BUL,Bulgaria,5658,Martina Dzhulieva,2354,Andreya Dyaksova,1761,Antoaneta Dyaksova,1543,high,2013/eyoc2013.htm
W18,12,OK,EST,Estonia,5669,Triinu Rooni,1756,Marianne Haug,2126,Margret Zimmermann,1787,high,2013/eyoc2013.htm
W18,13,OK,GBR,UK,5744,Carter-Davies Megan,1969,Jones Sarah,1832,McMillan Rhona,1943,high,2013/eyoc2013.htm
W18,14,OK,AUT,Austria,5811,Anika Gassner,1752,Ines Zettl,2158,Martina Walch,1901,high,2013/eyoc2013.htm
W18,15,OK,GER,Germany,6011,Paula Starke,2304,Birte Friedrichs,1889,Hanna Muller,1818,high,2013/eyoc2013.htm
W18,16,OK,ITA,Italy,6080,Eleonora Donandini,1842,Arianna Taufer,2135,Lia Patscheider,2103,high,2013/eyoc2013.htm
