class,rank,status,bib,country,name,time_seconds,confidence,source_file
W16,1,OK,,DEN,Josefine Lind,2123,high,2013/eyoc2013.htm
W16,2,OK,,GER,Dorothea Mueller,2173,high,2013/eyoc2013.htm
W16,3,OK,,CZE,Barbora Vyhnalkova,2318,high,2013/eyoc2013.htm
W16,4,OK,,FRA,Florence Hanauer,2321,high,2013/eyoc2013.htm
W16,5,OK,,FIN,Noora Koskinen,2336,high,2013/eyoc2013.htm
W16,6,OK,,CZE,Tereza Cechova,2363,high,2013/eyoc2013.htm
W16,7,OK,,GER,Ellen Klueser,2385,high,2013/eyoc2013.htm
W16,8,OK,,POL,Zuzanna Wanczyk,2403,high,2013/eyoc2013.htm
W16,9,OK,,LAT,Diana-Marta Ruka,2415,high,2013/eyoc2013.htm
W16,10,OK,,SUI,Simona Aebersold,2444,high,2013/eyoc2013.htm
W16,11,OK,,RUS,Zlata Malysheva,2454,high,2013/eyoc2013.htm
W16,12,OK,,RUS,Anastasia Godunova,2480,high,2013/eyoc2013.htm
W16,13,OK,,HUN,Hanga Szuromi,2513,high,2013/eyoc2013.htm
W16,14,OK,,GBR,Jennifer Ricketts,2515,high,2013/eyoc2013.htm
W16,15,OK,,SUI,Sonja Borner,2520,high,2013/eyoc2013.htm
W16,16,OK,,HUN,Csenge Viniczai,2525,high,2013/eyoc2013.htm
W16,17,OK,,POR,Beatriz Moreira,2532,high,2013/eyoc2013.htm
W16,18,OK,,FRA,Oceane Guillemet,2551,high,2013/eyoc2013.htm
W16,19,OK,,FIN,Alexandra Enlund,2563,high,2013/eyoc2013.htm
W16,20,OK,,UKR,Lesya Polishchuk,2590,high,2013/eyoc2013.htm
W16,21,OK,,DEN,Astrid Maag,2599,high,2013/eyoc2013.htm
W16,22,OK,,HUN,Reka Dalida Pataki,2623,high,2013/eyoc2013.htm
W16,23,OK,,GER,Patricia Siegert,2630,high,2013/eyoc2013.htm
W16,24,OK,,CZE,Barbara Vavrysova,2651,high,2013/eyoc2013.htm
W16,25,OK,,LTU,Kaste Rutkauskaite,2700,high,2013/eyoc2013.htm
W16,26,OK,,FRA,Maelle Beauvir,2702,high,2013/eyoc2013.htm
W16,27,OK,,ESP,Maria Prieto del Campo,2711,high,2013/eyoc2013.htm
W16,28,OK,,DEN,Nikoline Tillingsre,2720,high,2013/eyoc2013.htm
W16,29,OK,,LAT,Elizabete Blumentale,2724,high,2013/eyoc2013.htm
W16,30,OK,,RUS,Anna Chestova,2725,high,2013/eyoc2013.htm
W16,31,OK,,DEN,Camilla Larsen,2751,high,2013/eyoc2013.htm
W16,32,OK,,HUN,Krisztina Gera,2765,high,2013/eyoc2013.htm
W16,33,OK,,EST,Doris Kudre,2786,high,2013/eyoc2013.htm
W16,34,OK,,SVK,Tereza Smelikova,2795,high,2013/eyoc2013.htm
W16,35,OK,,FIN,Ella Noora Rahkola,2810,high,2013/eyoc2013.htm
W16,36,OK,,RUS,Anna Dvorianskaia,2875,high,2013/eyoc2013.htm
W16,37,OK,,SUI,Valerie Aebischer,2908,high,2013/eyoc2013.htm
W16,38,OK,,EST,Liina Vesilind,2930,high,2013/eyoc2013.htm
W16,39,OK,,POR,Beatriz Sanguino,2960,high,2013/eyoc2013.htm
W16,40,OK,,ROU,Agnes Neda,2989,high,2013/eyoc2013.htm
W16,41,OK,,ESP,Sofia Berenguer Sanchis,3023,high,2013/eyoc2013.htm
W16,42,OK,,SRB,Tija Radovanovic,3032,high,2013/eyoc2013.htm
W16,43,OK,,UKR,Mariia Tymoshchuk,3044,high,2013/eyoc2013.htm
W16,44,OK,,LTU,Agne Juodagalvyte,3052,high,2013/eyoc2013.htm
W16,45,OK,,LAT,Anete Cama,3056,high,2013/eyoc2013.htm
W16,46,OK,,GER,Birte Friedrichs,3068,high,2013/eyoc2013.htm
W16,47,OK,,UKR,Tetyana Androsova,3130,high,2013/eyoc2013.htm
W16,48,OK,,SUI,Sofie Bachmann,3154,high,2013/eyoc2013.htm
W16,49,OK,,LTU,Karolina Sakalauskaite,3159,high,2013/eyoc2013.htm
W16,50,OK,,POR,Daniela Pires,3165,high,2013/eyoc2013.htm
W16,51,OK,,AUT,Ines Schaffer,3173,high,2013/eyoc2013.htm
W16,52,OK,,BUL,Andreya Dyaksova,3233,high,2013/eyoc2013.htm
W16,53,OK,,AUT,Ida Pauser,3267,high,2013/eyoc2013.htm
W16,54,OK,,POR,Beatriz Norte,3274,high,2013/eyoc2013.htm
W16,55,OK,,EST,Kristiina Himma,3336,high,2013/eyoc2013.htm
W16,56,OK,,AUT,Sophie Peroutka,3353,high,2013/eyoc2013.htm
W16,57,OK,,FIN,Veera Klemettinen,3358,high,2013/eyoc2013.htm
W16,58,OK,,CRO,Pia Ocvirk,3366,high,2013/eyoc2013.htm
W16,59,OK,,SVK,Tereza Miklusova,3377,high,2013/eyoc2013.htm
W16,59,OK,,LTU,Viktorija Gedgaudaite,3377,high,2013/eyoc2013.htm
W16,61,OK,,SVK,Katarina Kosutova,3397,high,2013/eyoc2013.htm
W16,62,OK,,SLO,Brina Foski,3404,high,2013/eyoc2013.htm
W16,63,OK,,ISR,Michal Shaked,3415,high,2013/eyoc2013.htm
W16,64,OK,,ISR,Aya Webman,3436,high,2013/eyoc2013.htm
W16,65,OK,,ISR,Noam Yasur,3481,high,2013/eyoc2013.htm
W16,66,OK,,UKR,Anastasia Basiuk,3576,high,2013/eyoc2013.htm
W16,67,OK,,ESP,Veronica Soriano Garcia,3598,high,2013/eyoc2013.htm
W16,68,OK,,SLO,Marjeta Lipuzic,3655,high,2013/eyoc2013.htm
W16,69,OK,,SLO,Monika Ravnikar,3745,high,2013/eyoc2013.htm
W16,70,OK,,EST,Alina Kramarenko,3825,high,2013/eyoc2013.htm
W16,71,OK,,ESP,Maria Soriano Ramal,3905,high,2013/eyoc2013.htm
W16,72,OK,,SVK,Andrea Papugova,3987,high,2013/eyoc2013.htm
W16,73,OK,,SLO,Katjusa Poljansek,3992,high,2013/eyoc2013.htm
W16,74,OK,,IRL,Caoimhe O'Boyle,4032,high,2013/eyoc2013.htm
W16,75,OK,,ITA,Anna Giovanelli,4540,high,2013/eyoc2013.htm
W18,1,OK,,SWE,Sara Hagstrom,2598,high,2013/eyoc2013.htm
W18,2,OK,,SWE,Johanna Oberg,2600,high,2013/eyoc2013.htm
W18,3,OK,,FIN,Anna Haataja,2634,high,2013/eyoc2013.htm
W18,4,OK,,SWE,Felicia Stuhlhofer,2676,high,2013/eyoc2013.htm
W18,5,OK,,RUS,Daria Korobeynik,2678,high,2013/eyoc2013.htm
W18,6,OK,,NOR,Heidi Martensson,2712,high,2013/eyoc2013.htm
W18,7,OK,,HUN,Virag Weiler,2724,high,2013/eyoc2013.htm
W18,8,OK,,SWE,Emma Bjessmo,2764,high,2013/eyoc2013.htm
W18,9,OK,,RUS,Anastasiya Danilova,2768,high,2013/eyoc2013.htm
W18,10,OK,,UKR,Olena Postelniak,2807,high,2013/eyoc2013.htm
W18,11,OK,,SUI,Sandrine Muller,2814,high,2013/eyoc2013.htm
W18,12,OK,,UKR,Daria Moskalenko,2883,high,2013/eyoc2013.htm
W18,13,OK,,LAT,Sandra Grosberga,2898,high,2013/eyoc2013.htm
W18,14,OK,,RUS,Marina Trubkina,2905,high,2013/eyoc2013.htm
W18,15,OK,,GER,Hanna Mueller,2930,high,2013/eyoc2013.htm
W18,16,OK,,SUI,Paula Gross,2948,high,2013/eyoc2013.htm
W18,17,OK,,ITA,Lia Patscheider,2961,high,2013/eyoc2013.htm
W18,18,OK,,CZE,Karolina Borankova,2973,high,2013/eyoc2013.htm
W18,19,OK,,CZE,Eliska Kulhava,2993,high,2013/eyoc2013.htm
W18,19,OK,,BUL,Antoaneta Dyaksova,2993,high,2013/eyoc2013.htm
W18,21,OK,,NOR,Synnove Braten,2996,high,2013/eyoc2013.htm
W18,22,OK,,SUI,Lisa Schubnell,3003,high,2013/eyoc2013.htm
W18,23,OK,,FRA,Delphine Poirot,3009,high,2013/eyoc2013.htm
W18,24,OK,,CZE,Lenka Svobodova,3022,high,2013/eyoc2013.htm
W18,25,OK,,SUI,Kerstin Ullmann,3032,high,2013/eyoc2013.htm
W18,26,OK,,CZE,Anna Stickova,3034,high,2013/eyoc2013.htm
W18,27,OK,,HUN,Luca Szuromi,3038,high,2013/eyoc2013.htm
W18,28,OK,,LTU,Jogvil? Susinskait?,3048,high,2013/eyoc2013.htm
W18,29,OK,,ITA,Arianna Taufer,3059,high,2013/eyoc2013.htm
W18,29,OK,,EST,Margret Zimmermann,3059,high,2013/eyoc2013.htm
W18,31,OK,,FIN,Niina Hulkkonen,3074,high,2013/eyoc2013.htm
W18,32,OK,,GER,Paula Starke,3085,high,2013/eyoc2013.htm
W18,33,OK,,GBR,Sarah Jones,3093,high,2013/eyoc2013.htm
W18,34,OK,,FRA,Chloe Haberkorn,3111,high,2013/eyoc2013.htm
W18,35,OK,,ESP,Marta Guijo Alonso,3117,high,2013/eyoc2013.htm
W18,36,OK,,FIN,Emmi Jokela,3125,high,2013/eyoc2013.htm
W18,37,OK,,EST,Triinu Rooni,3151,high,2013/eyoc2013.htm
W18,38,OK,,POL,Aleksandra Hornik,3152,high,2013/eyoc2013.htm
W18,39,OK,,POL,Weronika Cych,3154,high,2013/eyoc2013.htm
W18,40,OK,,GBR,McMillan Rhona,3167,high,2013/eyoc2013.htm
W18,41,OK,,FRA,Margaux Hummel-Azais,3169,high,2013/eyoc2013.htm
W18,42,OK,,NOR,Karen Oline Kolstad,3173,high,2013/eyoc2013.htm
W18,43,OK,,RUS,Mariia Petrushko,3174,high,2013/eyoc2013.htm
W18,44,OK,,FRA,Lucile Girard,3223,high,2013/eyoc2013.htm
W18,45,OK,,LAT,Annija Zalaiskalna,3238,high,2013/eyoc2013.htm
W18,46,OK,,POL,Angelika Maciejewska,3269,high,2013/eyoc2013.htm
W18,47,OK,,NOR,Anine Ahlsand,3279,high,2013/eyoc2013.htm
W18,48,OK,,LTU,Dovile Makselyte,3299,high,2013/eyoc2013.htm
W18,49,OK,,FIN,Pihla Otsamo,3326,high,2013/eyoc2013.htm
W18,50,OK,,GBR,Megan Carter-Davies,3337,high,2013/eyoc2013.htm
W18,51,OK,,ESP,Yara Bores Escudero,3378,high,2013/eyoc2013.htm
W18,52,OK,,BLR,Viktoryia Mozhar,3387,high,2013/eyoc2013.htm
W18,53,OK,,BLR,Anastasiya Ilkevich,3391,high,2013/eyoc2013.htm
W18,54,OK,,ROU,Diana Iuliana Bonto,3398,high,2013/eyoc2013.htm
W18,55,OK,,EST,Marianne Haug,3416,high,2013/eyoc2013.htm
W18,56,OK,,GER,Patricia Nieke,3421,high,2013/eyoc2013.htm
W18,57,OK,,POR,Joana Fernandes,3425,high,2013/eyoc2013.htm
W18,58,OK,,UKR,Yiuliya Kobets,3445,high,2013/eyoc2013.htm
W18,59,OK,,SVK,Martina Papugova,3446,high,2013/eyoc2013.htm
W18,60,OK,,BLR,Chernik Hlafira,3482,high,2013/eyoc2013.htm
W18,61,OK,,POR,Carolina Delgado,3512,high,2013/eyoc2013.htm
W18,62,OK,,AUT,Anika Gassner,3526,high,2013/eyoc2013.htm
W18,63,OK,,BUL,Martina Dzhulieva,3562,high,2013/eyoc2013.htm
