IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point;Region Pos
32235;Tobias;Goldschmidt;SVK;1465;3071;3;1023.7;
54981;Axel;Trofast;SWE;1466;3070;3;1023.3;
44967;Jaakko;Hook;FIN;1467;3069;3;1023.0;
18968;Luigi;Giuliani;ITA;1468;3060;3;1020.0;
27555;Andrin;Wey;SUI;1469;3056;3;1018.7;
45763;Pedro;Henriques;POR;1470;3054;5;610.8;
8931;Paolo;Dorigati;ITA;1471;3052;3;1017.3;
17007;Mikkel;Sorensen;DEN;1472;3050;3;1016.7;
24294;Radu;Ilin;ROU;1473;3049;3;1016.3;
46968;Iain;Cattermole;GBR;1474;3048;3;1016.0;
7079;Meric;Arazoglu;TUR;1475;3047;3;1015.7;
45254;Oliver;Freeman;AUS;1476;3043;3;1014.3;
37918;Sonosuke;Mori;JPN;1476;3043;3;1014.3;
10225;Vladimir;Gusiatnikov;USA;1478;3041;4;760.3;
37405;Maxime;Marchand;FRA;1479;3040;3;1013.3;
31956;Aleksi;Ilmonen;FIN;1480;3036;3;1012.0;
21623;David;Cotillas Moya;ESP;1481;3033;3;1011.0;
14358;John;Ockenden;GBR;1482;3029;3;1009.7;
53673;Serhii;Mospan;UKR;1483;3028;3;1009.3;
19147;Emils;Vainovskis;LAT;1484;3025;3;1008.3;
54410;Milan;Sztojka;HUN;1484;3025;3;1008.3;
49831;Johan;Hansson;SWE;1486;3020;3;1006.7;
38499;Ting Ho Gilbert;Lee;HKG;1487;3018;5;603.6;
33276;Tomoki;Koizumi;JPN;1487;3018;4;754.5;
29042;Vytautas;Ralys;LTU;1489;3008;3;1002.7;
28149;Hermanni;Sankelo;FIN;1490;2999;3;999.7;
42054;Hayato;Kaneko;JPN;1491;2998;3;999.3;
43105;Tommy;Heap;GBR;1492;2996;3;998.7;
33194;Masaki;Hashimoto;JPN;1493;2995;3;998.3;
41686;Francesco;Magenes;ITA;1494;2992;3;997.3;
37683;Kende Pal;Kovacs;HUN;1495;2991;3;997.0;
32087;Vesa;Lahtinen;FIN;1496;2987;3;995.7;
53547;Simon Fjermestad;Helgesen;NOR;1497;2986;3;995.3;
33102;Toshinari;Morikawa;JPN;1497;2986;3;995.3;
41945;Maximilian;Rass;AUT;1499;2977;3;992.3;
14400;Maricel;Olaru;USA;1500;2975;4;743.8;
46636;Miguel;Gomez Benavides;ESP;1500;2975;3;991.7;
24495;Ludvig;Roednes;NOR;1502;2973;3;991.0;
49823;Joni;Parviainen;FIN;1503;2972;4;743.0;
54503;Julien;Laville;FRA;1504;2967;3;989.0;
46021;Miles;Bryant;AUS;1505;2964;3;988.0;
14895;Vitalijus;Petrulis;LTU;1506;2963;3;987.7;
53282;Samuel;Ljungqvist;SWE;1507;2959;3;986.3;
31900;Alexandru;Catana;ROU;1508;2955;3;985.0;
23656;Wai Ngai Eric;Wong;HKG;1509;2954;5;590.8;
