class,rank,status,bib,country,name,time_seconds,confidence,source_file
W16,1,OK,,CZE,Hana Hlavova,2566,high,2003/eyoc2003.htm
W16,2,OK,,HUN,Katalin Tas,2570,high,2003/eyoc2003.htm
W16,3,OK,,UKR,Olena Srtuhalova,2621,high,2003/eyoc2003.htm
W16,4,OK,,CZE,Zuzana Hermanova,2717,high,2003/eyoc2003.htm
W16,5,OK,,RUS,Nina Oleynichenkova,2730,high,2003/eyoc2003.htm
W16,6,OK,,SUI,Rachel Engeler,2732,high,2003/eyoc2003.htm
W16,7,OK,,UKR,Hanna Kalinichenko,2738,high,2003/eyoc2003.htm
W16,8,OK,,SUI,Judith Wyder,2745,high,2003/eyoc2003.htm
W16,9,OK,,CZE,Simona Karochova,2757,high,2003/eyoc2003.htm
W16,10,OK,,FRA,Marine Leloup,2780,high,2003/eyoc2003.htm
W16,11,OK,,LAT,Krista Mihailova,2783,high,2003/eyoc2003.htm
W16,12,OK,,CZE,Lucie Machutova,2807,high,2003/eyoc2003.htm
W16,13,OK,,UKR,Tetyana Zhiltsova,2818,high,2003/eyoc2003.htm
W16,14,OK,,SUI,Sonja Feer,2835,high,2003/eyoc2003.htm
W16,15,OK,,BLR,Anna Batsian,2858,high,2003/eyoc2003.htm
W16,16,OK,,LAT,Mara Jaunsproge,2859,high,2003/eyoc2003.htm
W16,17,OK,,LTU,Ugne Vasyliute,2879,high,2003/eyoc2003.htm
W16,18,OK,,LTU,Gabija Razaityte,2905,high,2003/eyoc2003.htm
W16,19,OK,,LTU,Viktorija Zacharenko,2917,high,2003/eyoc2003.htm
W16,20,OK,,SVK,Jana Krsiakova,2929,high,2003/eyoc2003.htm
W16,21,OK,,AUT,Stephanie Killmann,2936,high,2003/eyoc2003.htm
W16,22,OK,,GER,Ulrike Pischke,2984,high,2003/eyoc2003.htm
W16,23,OK,,EST,Kati Rooni,2991,high,2003/eyoc2003.htm
W16,24,OK,,GER,Jitka Kraemer,2998,high,2003/eyoc2003.htm
W16,25,OK,,LTU,Rasa Mikaityte,3066,high,2003/eyoc2003.htm
W16,26,OK,,HUN,Ivett Hrenko,3067,high,2003/eyoc2003.htm
W16,27,OK,,LAT,Sanita Sokolova,3068,high,2003/eyoc2003.htm
W16,28,OK,,EST,Ly Trei,3101,high,2003/eyoc2003.htm
W16,29,OK,,FRA,Karine D Harreville,3124,high,2003/eyoc2003.htm
W16,30,OK,,POL,Karolina Majewska,3125,high,2003/eyoc2003.htm
W16,31,OK,,ROU,Melinda Nagy,3128,high,2003/eyoc2003.htm
W16,32,OK,,SVK,Erika Hlavacikova,3140,high,2003/eyoc2003.htm
W16,33,OK,,LAT,Janeta Turka,3160,high,2003/eyoc2003.htm
W16,33,OK,,GER,Sandra Juras,3160,high,2003/eyoc2003.htm
W16,35,OK,,HUN,Dora Szerencsi,3165,high,2003/eyoc2003.htm
W16,36,OK,,ESP,Gil Sanchez Alicia,3229,high,2003/eyoc2003.htm
