class,rank,status,country,team,total_time_seconds,leg1_name,leg1_time_seconds,leg2_name,leg2_time_seconds,leg3_name,leg3_time_seconds,confidence,source_file
W16,1,OK,CZE,CZE Czechia,4885,Julie Bambouskova,1600,Viktorie Skachova,1684,Katerina Douskova,1601,high,2022/result-relay.pdf
W16,2,OK,HUN,HUN Hungary,4983,Zsuzsa Gonczi,1709,Zsofia Felfoldi,1804,Janka Mikes,1470,high,2022/result-relay.pdf
W16,3,OK,SUI,SUI Switzerland,5179,Leonie Mathis,1662,Mira Werder,1724,Minna Senn,1793,high,2022/result-relay.pdf
W16,4,OK,FRA,FRA France,5300,Mahaut Zanatta,1688,Yaelle Malard,1735,Fanny Delahaye,1877,high,2022/result-relay.pdf
W16,5,OK,POL,POL Poland,5323,Iga Mikula,1818,Jasmina Olejnik,1712,Antonina Slonska,1793,high,2022/result-relay.pdf
W16,6,OK,ESP,ESP Spain,5439,Iranzu Urquizu,1829,Guinedell Faja Sanjaume,1581,Monica de Miguel Armisen,2029,high,2022/result-relay.pdf
W16,7,OK,LAT,LAT Latvia,5789,Eliza Odrina,1817,Ilze Jumike,1716,Liva Eliza Andersone,2256,high,2022/result-relay.pdf
W16,8,OK,GER,GER Germany,5794,Anne Kaestner,1754,Juliane Burgmair,2080,Annika Stamer,1960,high,2022/result-relay.pdf
W16,9,OK,DEN,DEN Denmark,5803,Augusta May Thorsen,1834,Frida Karner Grooss,1808,Laura Kaldahl Hornbaek,2161,high,2022/result-relay.pdf
W16,10,OK,LTU,LTU Lithuania,5903,Barbora Balciunaite,1809,Margarita Dienyte,1790,Goda Ziaziulyte,2304,high,2022/result-relay.pdf
W16,11,OK,FIN,FIN Finlannd,5913,Hetaliina Karkiainen,2279,Laura Laakso,1804,Venla Lehtonen,1830,high,2022/result-relay.pdf
W16,12,OK,EST,EST Estonia,6246,Mariann Zernant,1755,Liise Lillelaid,2676,Harriet Koppel,1815,high,2022/result-relay.pdf
W16,13,OK,AUT,AUT Austria,6421,Camilla Aigmueller,1926,Laura Venhauer,2577,Emily Adenstedt,1918,high,2022/result-relay.pdf
W16,14,OK,GBR,GBR Great Britain,6764,Jocie Hilton,2269,Daisy Rennie,2452,Lyra Medlock,2043,high,2022/result-relay.pdf
W16,15,OK,UKR,UKR Ukraine,6965,Mariia Terekhova,2687,Svitlana Askerova,2479,Kateryna Kropyvnytska,1799,high,2022/result-relay.pdf
W16,16,OK,SLO,SLO Slovenia,7174,Brina Kolner,2633,Neza Obid,2482,Nea Erzen,2059,high,2022/result-relay.pdf
W16,17,OK,BUL,BUL Bulgaria,7419,Niya Onufrieva,2465,Raya Asenova,2700,Ivana Pedeva,2254,high,2022/result-relay.pdf
W16,18,OK,POR,POR Portugal,8008,Joana Canana,2655,Leonor Ferreira,2521,Alexandra Serra Campos,2832,high,2022/result-relay.pdf
W16,19,OK,ROU,ROU Romania,8049,Diana Maria Pop,2300,Sara Bojte,2834,Alexia Tudorache,2915,high,2022/result-relay.pdf
W16,20,OK,MDA,MDA Moldova,9232,Zlata Savinova,3088,Victoria Nosenco,2068,Sofia Cemirtan,4076,high,2022/result-relay.pdf
W18,1,OK,FIN,FIN Finlannd,6089,Virna Pellikka,1985,Elli Punto,2098,Eeva Liina Ojanaho,2006,high,2022/result-relay.pdf
W18,2,OK,CZE,CZE Czechia,6104,Lucie Dittrichova,2041,Michaela Novotna,1953,Lea Martanova,2110,high,2022/result-relay.pdf
W18,3,OK,NOR,NOR Norway,6118,Elisa Gotsch Iversen,1996,Anna Taksdal,1996,Ingeborg Roll Mosland,2126,high,2022/result-relay.pdf
W18,4,OK,GER,GER Germany,6412,Jule Rossner,2011,Marlene Fritz,1991,Julia Fritz,2410,high,2022/result-relay.pdf
W18,5,OK,HUN,HUN Hungary,6447,Lili Lantai,2289,Kamilla Kiss,2142,Rita Maramarosi,2016,high,2022/result-relay.pdf
W18,6,OK,SWE,SWE Sweden,6465,Emma Emilsson,2278,Ida Bengtsson,2164,Alma Svennerud,2023,high,2022/result-relay.pdf
W18,7,OK,LAT,LAT Latvia,6646,Leonarda Baltina,1984,Agnese Jaunmuktane,2261,Laura Berke,2401,high,2022/result-relay.pdf
W18,8,OK,GBR,GBR Great Britain,6994,Iris MacMillan,2289,Imogen Pieters,2381,Isobel Howard,2324,high,2022/result-relay.pdf
W18,9,OK,LTU,LTU Lithuania,7043,Neda Davidaviciute,2281,Migle Cincikaite,2383,Ugne Skucaite,2379,high,2022/result-relay.pdf
W18,10,OK,EST,EST Estonia,7235,Liis Marii Kaso,2472,Maria Eller,2313,Brigitte Panker,2450,high,2022/result-relay.pdf
W18,11,OK,FRA,FRA France,7341,Sarah Ghibaudo,1992,Alice Merat,2450,Annabelle Delenne,2899,high,2022/result-relay.pdf
W18,12,OK,BEL,BEL Belgium,7629,Sarah Rooman,2116,Sofie Bosmans,3016,Tille De Smul,2497,high,2022/result-relay.pdf
W18,13,OK,ITA,ITA Italy,7653,Elis Angeli,2342,Giulia Vedana,2714,Nastja Ferluga,2597,high,2022/result-relay.pdf
W18,14,OK,POL,POL Poland,7690,Hanna Perfikowska,2448,Natalia Kurtycz,2700,Iga Muller,2542,high,2022/result-relay.pdf
W18,15,OK,SVK,SVK Slovakia,8000,Tereza Kendrova,2341,Rebecca Herna,2732,Simona Mihalicova,2927,high,2022/result-relay.pdf
W18,16,OK,ESP,ESP Spain,8355,Patricia Toledo,2342,Irene Guerrero,2925,Judit Ravell,3088,high,2022/result-relay.pdf
W18,17,OK,BUL,BUL Bulgaria,8433,Yana Ilieva,2884,Desislava Bahchevanova,2658,Reneta Nenkova,2891,high,2022/result-relay.pdf
W18,18,OK,UKR,UKR Ukraine,9014,Olha Sereda,3133,Veronika Arbuzova,2529,Kristina Pashchenko,3352,high,2022/result-relay.pdf
W18,19,OK,AUT,AUT Austria,9443,Katharina Perl,3688,Theresa Monsberger,3178,Flora Aigmueller,2577,high,2022/result-relay.pdf
W18,20,OK,ROU,ROU Romania,9498,Orsolya Palhegyi,2387,Iulia Stupu,2752,Andreea Manu,4359,high,2022/result-relay.pdf
W18,21,OK,TUR,TUR Turkiye,11370,Aysa Asya Tuzcuogullari,3117,Betul Onal,3562,Buse Acil,4691,high,2022/result-relay.pdf
M16,1,OK,SUI,SUI Switzerland,4801,Matthieu Buehrer,1550,Loic Berger,1650,Lukas Gasser,1601,high,2022/result-relay.pdf
M16,2,OK,HUN,HUN Hungary,5190,Gergo Balint,1804,Tamas Felfoldi,1773,Marton Csoboth,1613,high,2022/result-relay.pdf
M16,3,OK,CZE,CZE Czechia,5239,Ondrej Brosch,1812,Tomas Kucera,1572,Jan Stepanek,1855,high,2022/result-relay.pdf
M16,4,OK,POL,POL Poland,5302,Bartlomiej Maciejewski,1726,Tymoteusz Bultrowicz,1844,Jedrzej Pachnik,1732,high,2022/result-relay.pdf
M16,5,OK,ESP,ESP Spain,5416,Jan Amat Font,1931,Ernest Pou Bruns,1733,Bernat Selva Torras,1752,high,2022/result-relay.pdf
M16,6,OK,SVK,SVK Slovakia,5651,Matej Balogh,1713,Tomas Syrovy,1855,Filip Jancik,2083,high,2022/result-relay.pdf
M16,7,OK,DEN,DEN Denmark,5966,Niels Elton Jokumsen,1946,Axel Oernhagen Joergensen,1834,Erik Groenborg Nielsen,2186,high,2022/result-relay.pdf
M16,8,OK,LAT,LAT Latvia,6138,Ritvars Lepeskins,1768,Edvards Zvirgzdins,2037,Roberts Arnicans,2333,high,2022/result-relay.pdf
M16,9,OK,UKR,UKR Ukraine,6354,Oleksii Shyp,1957,Maksym Barchuk,1949,Faddei Matin,2448,high,2022/result-relay.pdf
M16,10,OK,FRA,FRA France,6356,Anton Wenzel,1952,Lucas Verjux,2140,Nathan Philibert,2264,high,2022/result-relay.pdf
M16,11,OK,GER,GER Germany,6482,Ole Baath,2165,Jakob Drechsler,2311,Loic Dequiedt,2006,high,2022/result-relay.pdf
M16,12,OK,FIN,FIN Finlannd,6554,Anton Kemppi,2638,Aapo Virkajarvi,2025,Rasmus Toyryla,1891,high,2022/result-relay.pdf
M16,13,OK,ITA,ITA Italy,6607,Jonas Leo Soelva,1861,Sebastiano Lambertini,2284,Denis Orsingher,2462,high,2022/result-relay.pdf
M16,14,OK,BEL,BEL Belgium,6612,Mathis Brouwier,1995,Mats De Smul,2362,Arnaud Mazy,2255,high,2022/result-relay.pdf
M16,15,OK,LTU,LTU Lithuania,6707,Domas Juknevicius,2437,Martynas Kriukas,2027,Algirdas Dienys,2243,high,2022/result-relay.pdf
M16,16,OK,EST,EST Estonia,6806,Partel Kulvik,2103,Bert Joosep Panker,2100,August Jakobson,2603,high,2022/result-relay.pdf
M16,17,OK,SLO,SLO Slovenia,7671,Rok Bogataj,2590,Bozo Bizjak,2740,Luka Seljak,2341,high,2022/result-relay.pdf
M16,18,OK,AUT,AUT Austria,8063,Maximilian Rass,2575,Theo Dobler,2438,Niklas Ochenbauer,3050,high,2022/result-relay.pdf
M16,19,OK,BUL,BUL Bulgaria,8568,Svetlozar Kolev,3298,Djan Ahmedov,2519,Nikola Karachorov,2751,high,2022/result-relay.pdf
M16,20,OK,CRO,CRO Croatia,11555,Teo Mahovic,3599,Noa Kelc,3209,Luka Gojmerac,4747,high,2022/result-relay.pdf
M18,1,OK,CZE,CZE Czechia,6372,Martin Kabat,2158,Jiri Donda,2001,Jan Strycek,2213,high,2022/result-relay.pdf
M18,2,OK,LTU,LTU Lithuania,6607,Tautvydas Rimkus,2142,Kasparas Murenas,2129,Tadas Dementavicius,2336,high,2022/result-relay.pdf
M18,3,OK,DEN,DEN Denmark,6682,Casper Blakskjaer,2157,Niels Dalgaard,2209,Hannes Mogensen,2316,high,2022/result-relay.pdf
M18,4,OK,SWE,SWE Sweden,6741,Gunnar Fovaeus,2244,Edvin Forsberg,2072,Wilmer Selin,2425,high,2022/result-relay.pdf
M18,5,OK,EST,EST Estonia,6752,Chris Marcus Krahv,2222,Ossi Rasmus Priks,2295,Olle Ilmar Jaama,2235,high,2022/result-relay.pdf
M18,6,OK,ESP,ESP Spain,6774,Alejandro Garrido Diaz,2225,Gonzalo Ferrando,2234,Gonzalo Zorrilla Olias,2315,high,2022/result-relay.pdf
M18,7,OK,FRA,FRA France,6854,Antoine Derlot,2170,Mathias Lataste,2371,Guilhem Verove,2313,high,2022/result-relay.pdf
M18,8,OK,SUI,SUI Switzerland,6858,Simon Wolfensberger,2240,Matteo Bertozzi,2229,Corsin Mueller,2389,high,2022/result-relay.pdf
M18,9,OK,BEL,BEL Belgium,6879,Jorn Kennis,2155,Joris Smet,2324,Rune De Clercq,2400,high,2022/result-relay.pdf
M18,10,OK,GBR,GBR Great Britain,6964,Euan Tryner,2149,Ewan Musgrave,2340,Ben Squire,2475,high,2022/result-relay.pdf
M18,11,OK,AUT,AUT Austria,7275,Simon Tobler,2234,Moritz Czech,2221,Anton Buschek,2820,high,2022/result-relay.pdf
M18,12,OK,LAT,LAT Latvia,7279,Emils Lazdans,2263,Emils Saulite,2698,Gustavs Stana,2318,high,2022/result-relay.pdf
M18,13,OK,UKR,UKR Ukraine,7281,Serafim Kovalchuk,2149,Yurii Skvortsov,2540,Nazarii Danyliuk,2592,high,2022/result-relay.pdf
M18,14,OK,GER,GER Germany,7461,Marek Siegert,2271,Till Buchberger,2406,Vincent Kunckel,2784,high,2022/result-relay.pdf
M18,15,OK,SVK,SVK Slovakia,7630,Filip Bukovac,2291,Adam Trepac,2661,Tomas Kasza,2678,high,2022/result-relay.pdf
M18,16,OK,HUN,HUN Hungary,7787,Mikes Tamas Kiss,2199,Adam Balint,2187,Vendel Toczik,3401,high,2022/result-relay.pdf
M18,17,OK,BUL,BUL Bulgaria,7917,Tervel Dragoev,2544,Stefan Dimitrov,2532,Zdravko Kolev,2841,high,2022/result-relay.pdf
M18,18,OK,FIN,FIN Finlannd,8269,Rauli Aho,2305,Jussi Ankelo,2210,Pyry Riissanen,3754,high,2022/result-relay.pdf
M18,19,OK,ROU,ROU Romania,8297,Ioan Iacob,2529,Andrei Galateanu,2799,Endre Jancsik,2969,high,2022/result-relay.pdf
M18,20,OK,POL,POL Poland,8608,Jan Majowski,2532,Stanislaw Wolek,3077,Krzysztof Wojtowicz,2999,high,2022/result-relay.pdf
M18,21,OK,ISR,ISR Israel,10042,Sahar Eshel,2271,Yoni Levinson,3320,Maayan Levi,4451,high,2022/result-relay.pdf
M18,22,OK,POR,POR Portugal,10910,Rodrigo Lima,2486,Dinis Lopes,3137,Afonso Ferreira,5287,high,2022/result-relay.pdf
M18,23,OK,CRO,CRO Croatia,10941,Jakov Lesjak,2527,Zdenka Petra Stambuk,3439,Marko Jurac,4975,high,2022/result-relay.pdf
M18,24,OK,SRB,SRB Serbia,11638,Nikola Kostic,3148,Srdjan Popovic,3451,Andrej Damnjanovic,5039,high,2022/result-relay.pdf
