class,rank,status,bib,country,name,time_seconds,confidence,source_file
M16,1,OK,,FIN,Touko Seppa,618,high,2018/results-sprint.pdf
M16,2,OK,,CZE,Simon Marecek,647,high,2018/results-sprint.pdf
M16,3,OK,,POR,Vasco Mendes,664,high,2018/results-sprint.pdf
M16,4,OK,,SUI,Janis Hutzli,668,high,2018/results-sprint.pdf
M16,5,OK,,ESP,Pablo Ferrando Galan,673,high,2018/results-sprint.pdf
M16,6,OK,,RUS,Dmitrii Stepanov,674,high,2018/results-sprint.pdf
M16,6,OK,,RUS,Daniil Fomin,674,high,2018/results-sprint.pdf
M16,8,OK,,ESP,Gustav Wiren Gonzalez,676,high,2018/results-sprint.pdf
M16,9,OK,,AUT,Kilian Trummer,679,high,2018/results-sprint.pdf
M16,10,OK,,CZE,Jakub Chaloupsky,680,high,2018/results-sprint.pdf
M16,11,OK,,POL,Stanislaw Kurzyp,687,high,2018/results-sprint.pdf
M16,12,OK,,ISR,Matan Ivri,688,high,2018/results-sprint.pdf
M16,13,OK,,ISR,Rotem Yasur,689,high,2018/results-sprint.pdf
M16,13,OK,,HUN,Zoltan Bujdoso,689,high,2018/results-sprint.pdf
M16,13,OK,,FIN,Aarni Ronkainen,689,high,2018/results-sprint.pdf
M16,13,OK,,RUS,Mikhail Beliakov,689,high,2018/results-sprint.pdf
M16,17,OK,,CZE,Lukas Vitebsky,690,high,2018/results-sprint.pdf
M16,18,OK,,SUI,Simon Hamel,695,high,2018/results-sprint.pdf
M16,19,OK,,GBR,Matthew Gooch,699,high,2018/results-sprint.pdf
M16,20,OK,,UKR,Illia Nahornyi,702,high,2018/results-sprint.pdf
M16,21,OK,,RUS,Daniil Sorokin,707,high,2018/results-sprint.pdf
M16,22,OK,,ESP,Florencio Garcia,710,high,2018/results-sprint.pdf
M16,23,OK,,DEN,Oscar David Broman Jensen,711,high,2018/results-sprint.pdf
M16,23,OK,,POR,Rodrigo Oliveira,711,high,2018/results-sprint.pdf
M16,25,OK,,GBR,Peter Molloy,712,high,2018/results-sprint.pdf
M16,26,OK,,FRA,Thomas Radondy,717,high,2018/results-sprint.pdf
M16,27,OK,,FRA,Basile Basset,721,high,2018/results-sprint.pdf
M16,28,OK,,CZE,Jan Rucker,732,high,2018/results-sprint.pdf
M16,28,OK,,GER,Lucas Imbsweiler,732,high,2018/results-sprint.pdf
M16,30,OK,,GBR,Flurry Grierson,733,high,2018/results-sprint.pdf
M16,31,OK,,ITA,Lorenzo Brunet,737,high,2018/results-sprint.pdf
M16,31,OK,,LAT,Ralfs Janis Eizvertins,737,high,2018/results-sprint.pdf
M16,33,OK,,DEN,Jonas Gabs,738,high,2018/results-sprint.pdf
M16,33,OK,,GER,Martin Scheuermann,738,high,2018/results-sprint.pdf
M16,35,OK,,ITA,Marco Orler,739,high,2018/results-sprint.pdf
M16,36,OK,,LTU,Augusts Velde,748,high,2018/results-sprint.pdf
M16,36,OK,,HUN,Aron Szuromi,748,high,2018/results-sprint.pdf
M16,38,OK,,SUI,Andrin Sutter,750,high,2018/results-sprint.pdf
M16,39,OK,,SUI,Dominic Schacher,751,high,2018/results-sprint.pdf
M16,39,OK,,POL,Mateusz Kula,751,high,2018/results-sprint.pdf
M16,41,OK,,POL,Grzegorz Porzycz,755,high,2018/results-sprint.pdf
M16,42,OK,,ROU,Alexandru Catana,757,high,2018/results-sprint.pdf
M16,43,OK,,BUL,Aleksandar Ivanov,760,high,2018/results-sprint.pdf
M16,44,OK,,ESP,Marcos Bernabeu Carbonell,765,high,2018/results-sprint.pdf
M16,45,OK,,SVK,Tomas Sipos,771,high,2018/results-sprint.pdf
M16,46,OK,,FRA,Romain Discher,772,high,2018/results-sprint.pdf
M16,47,OK,,GER,Konrad Stamer,774,high,2018/results-sprint.pdf
M16,48,OK,,LAT,Jekabs Locmelis,775,high,2018/results-sprint.pdf
M16,49,OK,,BEL,Liam Thiels,777,high,2018/results-sprint.pdf
M16,50,OK,,HUN,Peter Gonczi,778,high,2018/results-sprint.pdf
M16,51,OK,,ISR,Gilad Yarden,781,high,2018/results-sprint.pdf
M16,52,OK,,BUL,Preslav Shterev,785,high,2018/results-sprint.pdf
M16,52,OK,,LAT,Karlis Stradins,785,high,2018/results-sprint.pdf
M16,54,OK,,EST,Ragnar Rooba,786,high,2018/results-sprint.pdf
M16,55,OK,,SVK,Martin Rohac,788,high,2018/results-sprint.pdf
M16,55,OK,,POL,Jan Sztranek,788,high,2018/results-sprint.pdf
M16,57,OK,,FIN,Aaro Ojala,790,high,2018/results-sprint.pdf
M16,57,OK,,GER,Konstantin Kunckel,790,high,2018/results-sprint.pdf
M16,59,OK,,LTU,Tadas Dementavicius,798,high,2018/results-sprint.pdf
M16,59,OK,,UKR,Vladyslav Arbuzov,798,high,2018/results-sprint.pdf
M16,61,OK,,DEN,Lukas Kjaer Hemmingsen,799,high,2018/results-sprint.pdf
M16,62,OK,,UKR,Maksym Nesterenko,800,high,2018/results-sprint.pdf
M16,63,OK,,SVK,Tibor Fedor,816,high,2018/results-sprint.pdf
M16,63,OK,,LTU,Adomas Casas,816,high,2018/results-sprint.pdf
M16,65,OK,,AUT,Leon Ebster,821,high,2018/results-sprint.pdf
M16,66,OK,,LTU,Andojas Lapinskas,829,high,2018/results-sprint.pdf
M16,67,OK,,SVK,Lukas Novota,832,high,2018/results-sprint.pdf
M16,68,OK,,ITA,Ilian Angeli,834,high,2018/results-sprint.pdf
M16,69,OK,,TUR,Ugur Ustundag,837,high,2018/results-sprint.pdf
M16,70,OK,,HUN,Benedek Balint,840,high,2018/results-sprint.pdf
M16,71,OK,,UKR,Tymofii Teremetskyi,843,high,2018/results-sprint.pdf
M16,72,OK,,BUL,Nikolay Nedkov,845,high,2018/results-sprint.pdf
M16,73,OK,,FRA,Nathan Marchand,849,high,2018/results-sprint.pdf
M16,74,OK,,FIN,Riku Grohn,850,high,2018/results-sprint.pdf
M16,75,OK,,LAT,Matiss Saulite,859,high,2018/results-sprint.pdf
M16,76,OK,,EST,Jurgen Joonas,863,high,2018/results-sprint.pdf
M16,77,OK,,BEL,Antoine Mattart,866,high,2018/results-sprint.pdf
M16,78,OK,,ISR,Nadav Nussbaum,868,high,2018/results-sprint.pdf
M16,78,OK,,AUT,Peter Brabek,868,high,2018/results-sprint.pdf
M16,80,OK,,ROU,Catalin Vadean,871,high,2018/results-sprint.pdf
M16,81,OK,,POR,Pedro Peralta,882,high,2018/results-sprint.pdf
M16,81,OK,,EST,Mihkel Mahla,882,high,2018/results-sprint.pdf
M16,83,OK,,TUR,Ahmet Tarik Deniz,894,high,2018/results-sprint.pdf
M16,84,OK,,DEN,Theis Munktved,897,high,2018/results-sprint.pdf
M16,85,OK,,BEL,Jonas Jansen,918,high,2018/results-sprint.pdf
M16,86,OK,,TUR,Ahmet Ozbey,925,high,2018/results-sprint.pdf
M16,87,OK,,SLO,Natan Maj Pozenel,933,high,2018/results-sprint.pdf
M16,88,OK,,IRL,Peter Reed,935,high,2018/results-sprint.pdf
M16,89,OK,,CRO,Jan Gobec,977,high,2018/results-sprint.pdf
M16,90,OK,,IRL,Liam Cotter,979,high,2018/results-sprint.pdf
M16,91,OK,,ROU,Andrei Galateanu,991,high,2018/results-sprint.pdf
M16,92,OK,,TUR,Umit Ustundag,999,high,2018/results-sprint.pdf
M16,93,OK,,EST,Samuel Kolsar,1008,high,2018/results-sprint.pdf
M16,94,OK,,ROU,Nandor Csis,1035,high,2018/results-sprint.pdf
M18,1,OK,,SWE,Samuel Pihlstrom,724,high,2018/results-sprint.pdf
M18,2,OK,,FIN,Mikko Eerola,729,high,2018/results-sprint.pdf
M18,3,OK,,FIN,Teemu Oksanen,737,high,2018/results-sprint.pdf
M18,4,OK,,SUI,Jonas Soldini,740,high,2018/results-sprint.pdf
M18,5,OK,,GER,Riccardo Casanova,749,high,2018/results-sprint.pdf
M18,6,OK,,FRA,Quentin Andrieux,752,high,2018/results-sprint.pdf
M18,7,OK,,ITA,Mattia Scopel,762,high,2018/results-sprint.pdf
M18,8,OK,,SUI,Manuele Ren,766,high,2018/results-sprint.pdf
M18,9,OK,,NOR,Isak Jonsson,767,high,2018/results-sprint.pdf
M18,10,OK,,CZE,Martin Roudny,768,high,2018/results-sprint.pdf
M18,11,OK,,NOR,Niels Christian Hellerud,770,high,2018/results-sprint.pdf
M18,11,OK,,SWE,Emil Auselius,770,high,2018/results-sprint.pdf
M18,13,OK,,ESP,Alvaro Casado,771,high,2018/results-sprint.pdf
M18,14,OK,,ITA,Damiano Bettega,774,high,2018/results-sprint.pdf
M18,15,OK,,FIN,Leo Matinheikki,777,high,2018/results-sprint.pdf
M18,16,OK,,POR,Tomas Lima,786,high,2018/results-sprint.pdf
M18,16,OK,,GBR,Alastair Thomas,786,high,2018/results-sprint.pdf
M18,18,OK,,FRA,Mathis Gennaro,788,high,2018/results-sprint.pdf
M18,19,OK,,NOR,Henrik Fredriksen Aas,790,high,2018/results-sprint.pdf
