class,rank,status,bib,country,name,time_seconds,confidence,source_file
W16,1,OK,,HUN,Dorottya Peley,721.4,high,2005/eyoc2005.htm
W16,2,OK,,CZE,Michaela Prochazkova,740.1,high,2005/eyoc2005.htm
W16,3,OK,,CZE,Jindra Hlavova,756.5,high,2005/eyoc2005.htm
W16,4,OK,,CZE,Ivana Bochenkova,764.6,high,2005/eyoc2005.htm
W16,5,OK,,GER,Sandra Juras,776.7,high,2005/eyoc2005.htm
W16,6,OK,,SUI,Isabelle Feer,778.2,high,2005/eyoc2005.htm
W16,7,OK,,SUI,Bettina Aebi,779.7,high,2005/eyoc2005.htm
W16,8,OK,,RUS,Natalia Ukhorskaya,780.7,high,2005/eyoc2005.htm
W16,9,OK,,SUI,Sophie Tritschler,783.4,high,2005/eyoc2005.htm
W16,10,OK,,LTU,Ausra Miksyte,785.5,high,2005/eyoc2005.htm
W16,11,OK,,CZE,Martina Jircakova,791.2,high,2005/eyoc2005.htm
W16,12,OK,,FRA,Marine Leloup,793,high,2005/eyoc2005.htm
W16,13,OK,,LAT,Vieda Lusa,799.5,high,2005/eyoc2005.htm
W16,14,OK,,ESP,Luisa Rico Mira,804.1,high,2005/eyoc2005.htm
W16,15,OK,,SVK,Jana Krsiakova,810.6,high,2005/eyoc2005.htm
W16,16,OK,,ITA,Nicole Scalet,818.1,high,2005/eyoc2005.htm
W16,17,OK,,SUI,Alexandra Stucki Ilona,826.2,high,2005/eyoc2005.htm
W16,18,OK,,UKR,Inna Blagodarna,827.8,high,2005/eyoc2005.htm
W16,19,OK,,POL,Monika Gajda,839.5,high,2005/eyoc2005.htm
W16,20,OK,,FRA,Ambre Gaillard,844.4,high,2005/eyoc2005.htm
W16,21,OK,,GER,Marie-Christine Bohm,847.7,high,2005/eyoc2005.htm
W16,22,OK,,RUS,Nadezda Lyapsina,849.1,high,2005/eyoc2005.htm
W16,23,OK,,RUS,Karina Fershalova,850.8,high,2005/eyoc2005.htm
W16,24,OK,,HUN,Vanda Zsigmond,854.6,high,2005/eyoc2005.htm
W16,25,OK,,AUT,Carina Kradischnig,869.8,high,2005/eyoc2005.htm
W16,26,OK,,ROU,Adina Popescu,876.2,high,2005/eyoc2005.htm
W16,27,OK,,EST,Nele Taba,884.7,high,2005/eyoc2005.htm
W16,28,OK,,LTU,Eidvile Bagdonaite,887.5,high,2005/eyoc2005.htm
W16,29,OK,,ITA,Jutta Torggler,888.6,high,2005/eyoc2005.htm
W16,30,OK,,UKR,Oleksandra Parkhomenko,889,high,2005/eyoc2005.htm
W16,31,OK,,BLR,Natasha Pilipenka,894.7,high,2005/eyoc2005.htm
W16,32,OK,,UKR,Viktoriya Benyk,895.4,high,2005/eyoc2005.htm
W16,33,OK,,LAT,Laura Vike,899,high,2005/eyoc2005.htm
W16,34,OK,,AUT,Heike Spiegel,901.1,high,2005/eyoc2005.htm
W16,35,OK,,GER,Anne Fritsche,903.3,high,2005/eyoc2005.htm
W16,36,OK,,HUN,Brigitta Koos,904.2,high,2005/eyoc2005.htm
W16,37,OK,,POL,Marta Majchrzak,905.9,high,2005/eyoc2005.htm
W16,38,OK,,POL,Magdalena Helminiak,921,high,2005/eyoc2005.htm
W16,39,OK,,BUL,Simona Danailova,938.7,high,2005/eyoc2005.htm
W16,40,OK,,LAT,Marita Freimane,943.6,high,2005/eyoc2005.htm
W16,41,OK,,AUT,Ulla Mayrhofer,947.4,high,2005/eyoc2005.htm
W16,42,OK,,BUL,Greta Borisova,948.9,high,2005/eyoc2005.htm
W16,43,OK,,LTU,Tekle Gvildyte,951.5,high,2005/eyoc2005.htm
W16,44,OK,,HUN,Regina Bertoti,954.8,high,2005/eyoc2005.htm
W16,45,OK,,POR,Joana Costa,970.4,high,2005/eyoc2005.htm
W16,46,OK,,EST,Triin Aedmae,972.4,high,2005/eyoc2005.htm
W16,47,OK,,AUT,Elisa Elstner,973.3,high,2005/eyoc2005.htm
W16,48,OK,,FRA,Perrine Obstetar,976.8,high,2005/eyoc2005.htm
W16,49,OK,,ESP,Anna Serrallonga Arques,985.9,high,2005/eyoc2005.htm
W16,50,OK,,BUL,Sofiya Toteva,1001.8,high,2005/eyoc2005.htm
W16,51,OK,,GER,Maria Lange,1012.4,high,2005/eyoc2005.htm
W16,52,OK,,UKR,Iryna Dryutova,1012.6,high,2005/eyoc2005.htm
W16,53,OK,,BUL,Viktoriya Keremidchieva,1016.3,high,2005/eyoc2005.htm
W16,54,OK,,ITA,Maria Prouss,1030.6,high,2005/eyoc2005.htm
W16,55,OK,,ROU,Andreea Tudoran,1040.6,high,2005/eyoc2005.htm
W16,56,OK,,LAT,Anna Purina,1043.2,high,2005/eyoc2005.htm
W16,57,OK,,POR,Mariana Moreira,1054.9,high,2005/eyoc2005.htm
W16,58,OK,,EST,Hannula Katrin Pandis,1066.7,high,2005/eyoc2005.htm
W16,59,OK,,BLR,Alena Barbashyna,1073.3,high,2005/eyoc2005.htm
W16,60,OK,,POL,Urszula Morawska,1091.2,high,2005/eyoc2005.htm
W16,61,OK,,BLR,Alena Shkutava,1122.5,high,2005/eyoc2005.htm
W16,62,OK,,SLO,Tanja Pretnar,1135.3,high,2005/eyoc2005.htm
W16,63,OK,,EST,Maris Palopol,1136.5,high,2005/eyoc2005.htm
W16,64,OK,,SVK,Ivana Korimova,1145.4,high,2005/eyoc2005.htm
W16,65,OK,,ESP,Maria Peris Camus,1178.5,high,2005/eyoc2005.htm
W16,66,OK,,POR,Isabel Sa,1247,high,2005/eyoc2005.htm
W16,67,OK,,ROU,Madalina Barsan,1291.9,high,2005/eyoc2005.htm
W16,68,OK,,RUS,Anastasia Tikhonova,1488,high,2005/eyoc2005.htm
W16,,DSQ,,LTU,Augustina Zymanciuote,,high,2005/eyoc2005.htm
W16,,DSQ,,SVK,Zuzana Belesova,,high,2005/eyoc2005.htm
W16,,DSQ,,SVK,Dasa Mihalova,,high,2005/eyoc2005.htm
W18,1,OK,,CZE,Sarka Svobodna,754.4,high,2005/eyoc2005.htm
W18,2,OK,,HUN,Eszter Ory,757.2,high,2005/eyoc2005.htm
W18,3,OK,,POL,Iwona Wicha,761.1,high,2005/eyoc2005.htm
W18,4,OK,,RUS,Tatiana Rozova,782.2,high,2005/eyoc2005.htm
W18,5,OK,,CZE,Monika Dolezalova,786.1,high,2005/eyoc2005.htm
W18,6,OK,,CZE,Zuzana Hermanova,801.2,high,2005/eyoc2005.htm
W18,7,OK,,BLR,Hanna Batsian,809.3,high,2005/eyoc2005.htm
W18,8,OK,,RUS,Nina Oleynichenkova,812.3,high,2005/eyoc2005.htm
W18,9,OK,,POL,Natalia Najman,820,high,2005/eyoc2005.htm
W18,10,OK,,CZE,Lucie Machutova,820.6,high,2005/eyoc2005.htm
W18,11,OK,,GBR,Ruth Holmes,834.5,high,2005/eyoc2005.htm
W18,12,OK,,ESP,Alicia Gil Sanchez,836.9,high,2005/eyoc2005.htm
W18,13,OK,,POL,Alicja Ewiak,838.1,high,2005/eyoc2005.htm
W18,14,OK,,AUT,Ursula Kadan,839.2,high,2005/eyoc2005.htm
W18,15,OK,,SUI,Judith Wyder,855.1,high,2005/eyoc2005.htm
W18,16,OK,,UKR,Olena Struhalova,856.7,high,2005/eyoc2005.htm
W18,17,OK,,UKR,Anastasiya Danilova,857.3,high,2005/eyoc2005.htm
W18,18,OK,,SVK,Renata Barcikova,857.8,high,2005/eyoc2005.htm
W18,19,OK,,AUT,Stephanie Killmann,859.3,high,2005/eyoc2005.htm
W18,20,OK,,GER,Jitka Kraemer,859.8,high,2005/eyoc2005.htm
W18,21,OK,,SVK,Erika Hlavacikova,860.5,high,2005/eyoc2005.htm
W18,22,OK,,HUN,Fanni Mathe,861.6,high,2005/eyoc2005.htm
W18,23,OK,,LTU,Ugne Grigonyte,864.7,high,2005/eyoc2005.htm
W18,24,OK,,SUI,Stefanie Steinemann,866.7,high,2005/eyoc2005.htm
W18,25,OK,,GER,Susann Jahn,867,high,2005/eyoc2005.htm
W18,26,OK,,UKR,Tetiana Zhytsova,871.9,high,2005/eyoc2005.htm
W18,27,OK,,LAT,Anete Skraustina,879.3,high,2005/eyoc2005.htm
W18,28,OK,,EST,Grete Gutmann,880.5,high,2005/eyoc2005.htm
W18,29,OK,,HUN,Ivett Hrenko,889.1,high,2005/eyoc2005.htm
W18,30,OK,,ESP,Carla Guillen Escriba,889.2,high,2005/eyoc2005.htm
W18,31,OK,,GER,Esther Doetsch,889.5,high,2005/eyoc2005.htm
W18,32,OK,,EST,Ly Trei,890.1,high,2005/eyoc2005.htm
W18,33,OK,,EST,Eleri Hirv,893.2,high,2005/eyoc2005.htm
W18,34,OK,,FRA,Lea Molinier,899.5,high,2005/eyoc2005.htm
W18,35,OK,,LAT,Krista Mihailova,901.1,high,2005/eyoc2005.htm
W18,36,OK,,GER,Maike Brandt,907.8,high,2005/eyoc2005.htm
W18,37,OK,,ROU,Melinda Nagy,910,high,2005/eyoc2005.htm
W18,38,OK,,LTU,Gytaute Akstinaite,915.1,high,2005/eyoc2005.htm
W18,39,OK,,LAT,Janeta Turka,919,high,2005/eyoc2005.htm
W18,40,OK,,POR,Catarina Ruivo,923.5,high,2005/eyoc2005.htm
W18,41,OK,,RUS,Tatiana Mendel,924.1,high,2005/eyoc2005.htm
W18,42,OK,,BLR,Lina Koledzo,925.8,high,2005/eyoc2005.htm
W18,43,OK,,ITA,Federica Maggioni,926.7,high,2005/eyoc2005.htm
W18,44,OK,,FRA,Gaelle Barlet,927.8,high,2005/eyoc2005.htm
W18,45,OK,,POL,Lucyna Drewniowska,941.2,high,2005/eyoc2005.htm
W18,46,OK,,GBR,Tessa Hill,943.7,high,2005/eyoc2005.htm
W18,47,OK,,GBR,Stefanie Blomquist,950.4,high,2005/eyoc2005.htm
W18,48,OK,,LTU,Viktorija Zacharenko,951.9,high,2005/eyoc2005.htm
W18,49,OK,,FRA,Cecile Papillon,957.1,high,2005/eyoc2005.htm
W18,50,OK,,ESP,Ona Rafols Perramon,966.6,high,2005/eyoc2005.htm
W18,51,OK,,BUL,Iva Agova,966.8,high,2005/eyoc2005.htm
W18,52,OK,,BLR,Alena Pechur,967.4,high,2005/eyoc2005.htm
W18,53,OK,,ROU,Ioana Zah-Git,969.9,high,2005/eyoc2005.htm
W18,54,OK,,ITA,Federica Memo,975.6,high,2005/eyoc2005.htm
W18,55,OK,,POR,Patricia Casalinho,994.3,high,2005/eyoc2005.htm
W18,56,OK,,LTU,Gabija Razaityte,997.9,high,2005/eyoc2005.htm
W18,57,OK,,LAT,Anna Bralite,1005.3,high,2005/eyoc2005.htm
W18,58,OK,,AUT,Franziska Rogl,1017.2,high,2005/eyoc2005.htm
W18,59,OK,,UKR,Maryana Kytsman,1028.7,high,2005/eyoc2005.htm
W18,60,OK,,POR,Mara Azevedo,1030.7,high,2005/eyoc2005.htm
W18,61,OK,,AUT,Agnes Harreither,1031.6,high,2005/eyoc2005.htm
W18,62,OK,,ITA,Giulia Cunico,1058.9,high,2005/eyoc2005.htm
W18,63,OK,,EST,Kati Rooni,1074.4,high,2005/eyoc2005.htm
W18,64,OK,,BUL,Zlatimira Zhecheva,1083.1,high,2005/eyoc2005.htm
W18,65,OK,,BLR,Nastsia Klapouskaya,1083.6,high,2005/eyoc2005.htm
W18,66,OK,,ROU,Andreea Danila,1092.7,high,2005/eyoc2005.htm
W18,67,OK,,BUL,Evelina Bombalova,1104.1,high,2005/eyoc2005.htm
W18,68,OK,,SLO,Jerica Bernik,1136.9,high,2005/eyoc2005.htm
W18,69,OK,,SRB,Vedrana Radosavljevic,1173.7,high,2005/eyoc2005.htm
W18,70,OK,,BUL,Emanuela Kamenarova,1221.4,high,2005/eyoc2005.htm
W18,71,OK,,GBR,Rose Hodkinson,1231.6,high,2005/eyoc2005.htm
